,SMILES,InChIKey,inchi_connectivity,pchembl_value_Mean,Year
249,Cc1cc(OCCCc2c3C(=O)N(c4cc(C(=O)O)cc5c4ccn5C)CCCn3c3c2cc(Cl)cc3-c2c(C)n(C)nc2C)cc(C)c1Cl,LRGBYYQSTYTTSC-UHFFFAOYSA-N,LRGBYYQSTYTTSC,6.89,2018
250,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,LUYCLSKIFGYZQS-UHFFFAOYSA-N,LUYCLSKIFGYZQS,6.64,2013
251,CC(C)(C)OC(=O)NC(Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,LVVGGCOBLLAQGV-UHFFFAOYSA-N,LVVGGCOBLLAQGV,6.35,2018
252,Cc1cc(OCCCn2c(C(=O)O)cc3ccccc32)ccc1Cl,LVYBYDSXCXPMJF-UHFFFAOYSA-N,LVYBYDSXCXPMJF,5.92,2013
253,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCO3,LWIJJFXBSZFQMN-UHFFFAOYSA-N,LWIJJFXBSZFQMN,6.96,2015
254,Cc1cc(OCCCn2ccc3ccc(OCc4ccccc4C(=O)O)cc32)cc(C)c1Cl,LXHWTNSLSUVRLQ-UHFFFAOYSA-N,LXHWTNSLSUVRLQ,6.1,2017
255,Cc1ccc(S(=O)(=O)NC(=O)C(Cc2ccccc2)N2C(=O)C(=Cc3ccc(-c4ccccc4)cc3)SC2=S)cc1,MBJDUEXPIYPSAL-UHFFFAOYSA-N,MBJDUEXPIYPSAL,6.358,2015
256,Cc1cc(OCCCc2c(C(=O)O)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,MCMWRWKXPXXZAS-UHFFFAOYSA-N,MCMWRWKXPXXZAS,6.49,2013
257,O=C(O)c1c(CCCOc2ccc(Cl)cc2)c2c(cccc2)[nH]1,MDJHWRNTVWUWHW-UHFFFAOYSA-N,MDJHWRNTVWUWHW,5.01,2013
258,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccccc1,MDLXEXFPXUNDQS-UHFFFAOYSA-N,MDLXEXFPXUNDQS,5.19,2015
259,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Oc3ccc(Cl)cc3Cl)cc2)c2ccccc2c1O,MHLNOPQXHVWPEC-UHFFFAOYSA-N,MHLNOPQXHVWPEC,7.1,2016
260,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCCCc3ccccc3)c2)cc1,MJSIFIQSPXISHW-UHFFFAOYSA-N,MJSIFIQSPXISHW,6.72,2013
261,N#Cc1cc(-c2ccc(-c3ccccc3)cc2)cnc1O,MLQYXGZJDQXYBU-UHFFFAOYSA-N,MLQYXGZJDQXYBU,4.9,2013
262,COC(=O)CCN=Cc1c2c(O)c(-c3c(C)cc4c(C(C)C)c(O)c(O)c(C=NCCC(=O)OC)c4c3O)c(C)cc2c(C(C)C)c(O)c1O,MLTSXBOQPIPUPW-UHFFFAOYSA-N,MLTSXBOQPIPUPW,6.24,2016
263,CCC(C)(C)c1ccc(Oc2ccc3c(=C(C#N)C#N)c(=O)c4cccc2c43)cc1,MNGHAWVRBFNCQL-UHFFFAOYSA-N,MNGHAWVRBFNCQL,5.84,2013
264,Oc1c(N=Nc2nc3c(cccc3)s2)c2c(cccc2)[nH]1,MNUVEXBEAVKSDR-UHFFFAOYSA-N,MNUVEXBEAVKSDR,5.42,2008
265,O=C(O)C(=Cc1cc([N+](=O)[O-])c(Cl)cc1)c1ccc(S(=O)(=O)N2CCCC2)s1,MOKFIOJEBACJGW-UHFFFAOYSA-N,MOKFIOJEBACJGW,4.82,2009
266,CC(C)Cc1c(OCC(=O)O)ccc(-c2ccc(-c3ccc(CCC(=O)O)cc3CC(C)C)cc2Cc2ccccc2)c1,MOTQYJLKPNIITG-UHFFFAOYSA-N,MOTQYJLKPNIITG,5.31,2017
267,Cc1n[nH]c(=S)n(NC(=O)C=CC(=O)Nn2c(=S)[nH]nc(C)c2=O)c1=O,MPCNLNRGIHYRBT-UHFFFAOYSA-N,MPCNLNRGIHYRBT,5.33,2008
268,CCOC(=O)c1ccc(NC(=O)CSc2nc(O)cc(C)n2)cc1,MPTMBWCEQLUCHP-UHFFFAOYSA-N,MPTMBWCEQLUCHP,4.975,2008
269,Cc1cc(OCCCc2c(C(=O)O)n(C)c3cc(Cl)ccc23)cc(C)c1Cl,MRXZHJUTVZJIGX-UHFFFAOYSA-N,MRXZHJUTVZJIGX,6.85,2013
270,Cc1cc(OCCCc2c(C(=O)Nc3ncc(C(=O)O)cc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,MRZXDXCOGHOUHD-UHFFFAOYSA-N,MRZXDXCOGHOUHD,7.54,2018
271,CN(CCCc1ccccc1)S(=O)(=O)c1c(O)c(O)c(O)c(C(=O)N2CCc3c(cc(S(=O)(=O)NCCc4ccccc4)cc3)C2)c1,MSGQUTXPOGRULO-UHFFFAOYSA-N,MSGQUTXPOGRULO,6.82,2007
272,CC(=O)N1CCN(c2ccc(OCc3c(-c4cccc5c4n(CCN4CCOCC4)c(C(=O)O)c5CCCOc4cccc5ccccc45)c(C)nn3C)cc2)CC1,MSMXIHTVBMZGMZ-UHFFFAOYSA-N,MSMXIHTVBMZGMZ,9.095,2015
273,Cc1c(C(=O)O)n2CCSc3cccc1c32,MSSCQNJHTCSNHM-UHFFFAOYSA-N,MSSCQNJHTCSNHM,4.75,2015
274,CCc1cc(OCCCc2c(C(=O)O)[nH]c3ccccc23)ccc1Cl,MTELVMRZGGGOHL-UHFFFAOYSA-N,MTELVMRZGGGOHL,5.96,2013
275,COc1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,MTVXIMCLUYDUHS-UHFFFAOYSA-N,MTVXIMCLUYDUHS,6.75,2011
276,Cc1cc(OCCCc2c(C(=O)NCc3ccc(C(=O)O)o3)[nH]c3ccccc23)cc(C)c1Cl,MUEXGFNPGFIQOL-UHFFFAOYSA-N,MUEXGFNPGFIQOL,7.16,2018
277,Cc1cc(OCCCn2ccc3cc(OCc4ccc(C(=O)O)cc4)ccc32)cc(C)c1Cl,MURNSIIRTWLJOD-UHFFFAOYSA-N,MURNSIIRTWLJOD,5.79,2017
278,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)C3Cc4c(cccc4)N3)[nH]c3ccccc23)cc(C)c1Cl,MXEDGZADKSLEIL-UHFFFAOYSA-N,MXEDGZADKSLEIL,6.71,2016
279,COc1ccc(C(=O)C=Cc2cccc(F)c2O)cc1,MYWXVUPGTQHBJW-UHFFFAOYSA-N,MYWXVUPGTQHBJW,4.7,2016
280,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccc(O)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,NACVVPTYWKYBMV-UHFFFAOYSA-N,NACVVPTYWKYBMV,5.66,2015
281,Cc1cc(OCCCc2c3C(=O)N(Cc4ccc(C(=O)O)o4)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,NAIKFCWOPDUKKS-UHFFFAOYSA-N,NAIKFCWOPDUKKS,8.055,2018
282,O=C(O)c1c(CCCOc2ccc(-c3ccccc3)cc2)c2c(cccc2)[nH]1,NCQHPXUHYRBUCA-UHFFFAOYSA-N,NCQHPXUHYRBUCA,5.12,2013
283,O=C(NN=Cc1cccc(F)c1)c1cc(-c2ccco2)nc2ccccc12,NCWJNVZGQDGGJK-UHFFFAOYSA-N,NCWJNVZGQDGGJK,5.46,2008
284,O=C(O)CSc1cc(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2)c2ccccc2c1O,NDBSDAMBGDKOBZ-UHFFFAOYSA-N,NDBSDAMBGDKOBZ,4.87,2008
285,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)C3CCCCC3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,NEPGYBYFRTXHOG-UHFFFAOYSA-N,NEPGYBYFRTXHOG,7.26,2016
286,COc1cccc(C(=O)Nc2ccc3C(=O)c4c(cccc4)C(=O)c3c2)c1,NEPUZNUSGOMFAN-UHFFFAOYSA-N,NEPUZNUSGOMFAN,5.74,2008
287,COc1c(Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2)ccc(C=C2SC(=O)NC2=O)c1,NICKPKJTMSTIRI-UHFFFAOYSA-N,NICKPKJTMSTIRI,5.42,2008
288,O=C(O)CSc1cc(NS(=O)(=O)c2ccc3ccccc3c2)c2ccccc2c1O,NIDRZGBFOJIVAJ-UHFFFAOYSA-N,NIDRZGBFOJIVAJ,6.14,2014
289,N#CC(=Cc1ccc(C(=O)O)cc1)c1nc(O)c2c3c(CCCC3)sc2n1,NIONGLZUINJAFB-UHFFFAOYSA-N,NIONGLZUINJAFB,5.45,2008
290,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCS3,NKNPHHGNUNPDRP-UHFFFAOYSA-N,NKNPHHGNUNPDRP,6.92,2015
291,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O,NLRVCTAQYTWYQX-UHFFFAOYSA-N,NLRVCTAQYTWYQX,6.09,2014
292,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccc(C(=O)NCc4ccccc4)o3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,NMFCQGOCMLIFDA-UHFFFAOYSA-N,NMFCQGOCMLIFDA,7.85,2016
293,Cc1ccc(OCCCc2c(C(=O)O)[nH]c3ccccc23)cc1,NMIQCLQLYGWJOZ-UHFFFAOYSA-N,NMIQCLQLYGWJOZ,4.8,2013
294,Cc1cc(OCCCn2ccc3ccc(OCC(=O)O)cc32)cc(C)c1Cl,NNIFJZPKOXMOFI-UHFFFAOYSA-N,NNIFJZPKOXMOFI,5.82,2017
295,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,NNNSNOXNCDVQGR-UHFFFAOYSA-N,NNNSNOXNCDVQGR,5.16,2016
296,Cc1cc(NC(=O)CN(C)C(=O)c2cc(-n3cccc3)ccc2)c(C)cc1,NPYJSLWQPGHSPH-UHFFFAOYSA-N,NPYJSLWQPGHSPH,4.96,2009
297,O=C(O)c1ccc(NN=Cc2ccc(-c3c(Cl)cc(Cl)cc3)o2)cc1,NQNDMCIERWBWTP-UHFFFAOYSA-N,NQNDMCIERWBWTP,5.45,2008
298,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Oc3cccc(Br)c3)cc2)c2ccccc2c1O,NRCLFNVQEKEPBV-UHFFFAOYSA-N,NRCLFNVQEKEPBV,6.94,2016
299,Cn1cnnc1SCC(=O)Nc1c(C(N)=O)c2c(CCC2)s1,NRLUONFWDLIFKS-UHFFFAOYSA-N,NRLUONFWDLIFKS,5.285,2008
300,O=C(O)c1cc(-c2ccc(OCc3ccccc3)cc2)cc(-c2ccc(OCc3ccccc3)cc2)n1,NRWYMZGYQTYBKG-UHFFFAOYSA-N,NRWYMZGYQTYBKG,5.04,2018
301,Cc1c(-c2ccc(-c3c(C)oc4c(c(O)c(O)c(O)c4CC(C)C)c3=O)cc2)c(=O)c2c(o1)c(CC(C)C)c(O)c(O)c2O,NVRYRFIEVFCEGP-UHFFFAOYSA-N,NVRYRFIEVFCEGP,7.745,2007
302,NC(=O)c1cc2c(cc(OCC(=O)O)cc2)n1CCCOc1ccc(Oc2ccccc2)cc1,NWBBJXGCUKPFBI-UHFFFAOYSA-N,NWBBJXGCUKPFBI,5.38,2017
303,O=C(O)c1c(CCCOc2c3CCCCc3ccc2)c2c(cccc2)[nH]1,NWRCDRTZFGXEFL-UHFFFAOYSA-N,NWRCDRTZFGXEFL,6.52,2013
304,COCCCc1c(C(=O)O)n(CCN2CCOCC2)c2c1cccc2-c1c(COc2ccc(N3CCN(S(=O)(=O)N(C)C)CC3)cc2)n(C)nc1C,NXIRNRIXHFBWOT-UHFFFAOYSA-N,NXIRNRIXHFBWOT,9.34,2015
305,Cc1cc(OCCCc2c(C(=O)O)n3CCSc4cccc2c43)cc(C)c1Cl,NZEFYOHVASXLPS-UHFFFAOYSA-N,NZEFYOHVASXLPS,7.15,2015
306,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c2ccccc2c1O,NZJRLTZEJDEFLT-UHFFFAOYSA-N,NZJRLTZEJDEFLT,6.533333333333332,2014
307,Cc1cc(OCCCc2c(C(=O)Nc3cc(C(=O)O)ccc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,ODMWLLDLJAHWIY-UHFFFAOYSA-N,ODMWLLDLJAHWIY,7.305,2018
308,Cc1cccc(-c2cccc3c2[nH]c(C(=O)O)c3CCCOc2cccc3ccccc23)c1,ODUPCPNFTKYSCI-UHFFFAOYSA-N,ODUPCPNFTKYSCI,5.945,2015
309,Cc1c(Cl)c(C)cc(OCCC(=O)O)c1,OEIJOSOCXFPJQX-UHFFFAOYSA-N,OEIJOSOCXFPJQX,4.22,2013
310,Cc1cc(OCCCn2ccc3ccc(OCCCC(=O)O)cc32)cc(C)c1Cl,OGEXMAKQVKCGHB-UHFFFAOYSA-N,OGEXMAKQVKCGHB,5.57,2017
311,O=C(O)c1cc(S(=O)(=O)N2CCCCC2)c2ccccc2c1O,OGTOVDMYTARVKS-UHFFFAOYSA-N,OGTOVDMYTARVKS,5.53,2016
312,CC(C)c1cc2c(cc1)c(=Nc1ccc(Oc3ccccc3)cc1)c1c(c(O)c(O)c(O)c1)n2C(=O)c1ccc(C(C)(C)C)cc1,OHKYOKMELIFONA-UHFFFAOYSA-N,OHKYOKMELIFONA,7.1,2016
313,O=C1NC2=C(C1=NCCCc1ccccc1)c1ccc(Sc3ccc(OO)cc3)c3cccc2c13,OHUMWVDIZFUPRC-UHFFFAOYSA-N,OHUMWVDIZFUPRC,7.38,2013
314,O=C(O)c1c(Cl)c2c(cccc2Cl)s1,OIWHDKKVGXWDEW-UHFFFAOYSA-N,OIWHDKKVGXWDEW,4.66,2013
315,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccccc3)[nH]c3c2cccc3-c2c(C)[nH]nc2C)cc(C)c1Cl,OJQWQPQFXYWZBV-UHFFFAOYSA-N,OJQWQPQFXYWZBV,6.29,2016
316,Cc1cc(OCCCc2c3C(=O)N(Cc4ccc(C(=O)O)cc4)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,OKCTYMGOMCFBCK-UHFFFAOYSA-N,OKCTYMGOMCFBCK,8.45,2018
317,O=C(O)C1C=CC2CC3C(CCCCCCCc4ccc(O)cc4)C4C=CC1C2C43,OMHJQGZJZUFMMT-UHFFFAOYSA-N,OMHJQGZJZUFMMT,4.89,2014
318,CCOc1ccc(-c2c(NC(=O)c3ccccc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1,OMNHLSACIDVOIX-UHFFFAOYSA-N,OMNHLSACIDVOIX,6.2,2016
319,COC(=O)c1c(NC(=O)Cc2cccs2)sc2c1CCCC2,OOHWDQXDMKMDMN-UHFFFAOYSA-N,OOHWDQXDMKMDMN,5.47,2008
320,COc1ccc(-c2csc(NC(=O)CSc3nc(C)nc4c3c(C)c(C(=O)O)s4)n2)cc1,OOICNUJTUPIFBG-UHFFFAOYSA-N,OOICNUJTUPIFBG,5.11,2008
321,O=C(NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccccc1)c1cn(Cc2ccc(-c3ccc(Cl)cc3)cc2)c2c1cccc2,OOVAAFLATYDMLI-UHFFFAOYSA-N,OOVAAFLATYDMLI,6.31,2017
322,CCN(N=Cc1ccc(N(C)C)cc1)c1nc2c(cccc2)[nH]1,OPBVBRUMDWNZAN-UHFFFAOYSA-N,OPBVBRUMDWNZAN,5.84,2008
323,O=C(O)CSc1cc(NS(=O)(=O)c2ccccc2Br)c2ccccc2c1O,OPNBHESGDUNSCO-UHFFFAOYSA-N,OPNBHESGDUNSCO,5.36,2014
324,Cc1cc(NC(=O)Cc2cccs2)no1,OPYMOTLKQFPQGP-UHFFFAOYSA-N,OPYMOTLKQFPQGP,5.595,2008
325,O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(Cc1ccccc1)N1C(=O)NC(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O,OQKABKQHXVJGKK-UHFFFAOYSA-N,OQKABKQHXVJGKK,5.54,2015
326,O=C(O)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)c2ccccc2c1O,ORKWHMREWDJSCF-UHFFFAOYSA-N,ORKWHMREWDJSCF,5.34,2016
327,Cc1cc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)ccc1,ORLFBORQSLQBHH-UHFFFAOYSA-N,ORLFBORQSLQBHH,6.36,2016
328,Cc1c2[nH]c(C(=O)O)c(-c3ccccc3)c2ccc1,OSOLISRTJWBBIW-UHFFFAOYSA-N,OSOLISRTJWBBIW,3.87,2013
329,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccco3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,OSWGCBZOVLVZFD-UHFFFAOYSA-N,OSWGCBZOVLVZFD,6.94,2016
330,CC(C)=CCCC(C)C1C=CC2(C(=O)O)C(C=C(C)C3CCC(C(=O)O)CC3)C=C(C)CC2C1,OTBMTWUPWVANPM-UHFFFAOYSA-N,OTBMTWUPWVANPM,5.28,2014
331,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,OTDJAMXESTUWLO-UHFFFAOYSA-N,OTDJAMXESTUWLO,5.22,2008
332,NS(=O)(=O)c1c2ccccc2c(O)c(C(=O)O)c1,OTDVKOVLSPJORY-UHFFFAOYSA-N,OTDVKOVLSPJORY,4.0,2016
333,Cc1cc(OCCCc2c3C(=O)N(c4cc5c(ccn5C)c(C(=O)O)c4)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,OTFAIFQJDQCNJT-UHFFFAOYSA-N,OTFAIFQJDQCNJT,8.780000000000001,2018
334,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3cc4c(cc3)[nH]cc4)[nH]c3ccccc23)cc(C)c1Cl,OUJVVYRGZFLQRK-UHFFFAOYSA-N,OUJVVYRGZFLQRK,6.57,2016
335,Cc1cc(OCCCc2c3C(=O)N(Cc4cc(C(=O)O)ccc4)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,OUZJAEBUIMKQNH-UHFFFAOYSA-N,OUZJAEBUIMKQNH,8.030000000000001,2018
336,CCCOc1ccc(CC(NC(=O)C2CC(Oc3ccc(-c4ccccc4)cc3)CN2C(=O)OC(C)(C)C)C(=O)NS(=O)(=O)c2ccccc2)cc1,OVIPTFPXCNDPTO-UHFFFAOYSA-N,OVIPTFPXCNDPTO,5.4,2017
337,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccc(C(F)(F)F)cc3)[nH]c3cc(Cl)ccc23)cc(C)c1Cl,OVKHIDWQHSVTSW-UHFFFAOYSA-N,OVKHIDWQHSVTSW,6.92,2016
338,O=C(O)c1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)c2ccccc2c1O,OWKIKZUVFQBYSV-UHFFFAOYSA-N,OWKIKZUVFQBYSV,5.6,2016
339,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3ccccc3)[nH]c3ccccc23)cc(C)c1Cl,OXGRLOVVIBXCRO-UHFFFAOYSA-N,OXGRLOVVIBXCRO,6.37,2016
340,CC(C)Oc1ccc(CC(NC(=O)C2CC(Oc3ccc(-c4ccccc4)cc3)CN2C(=O)OC(C)(C)C)C(=O)NS(=O)(=O)c2ccccc2)cc1,OYXWIPRNZTVVLX-UHFFFAOYSA-N,OYXWIPRNZTVVLX,5.09,2017
341,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)CC(C(N)=O)N(C(=O)C(C)=CC)C3)c1,OZAAGRUXJFRJMM-UHFFFAOYSA-N,OZAAGRUXJFRJMM,4.63,2008
342,O=C1NC(=S)N(C2CC2)C(=O)C1=Cc1ccc2c(c1)CCN2CCCCl,OZVJFSDUSSGCSJ-UHFFFAOYSA-N,OZVJFSDUSSGCSJ,5.58,2008
343,O=C1NC(=O)N(Cc2ccco2)C(=O)C1=Cc1ccc(-c2cc([N+](=O)[O-])ccc2)o1,OZYQTYYVJNUVMW-UHFFFAOYSA-N,OZYQTYYVJNUVMW,5.255,2008
344,CCOc1c(Cl)cc(C(=O)Nc2cc(C(=O)O)cc(NC(=O)c3ccc(OCC)c(Cl)c3)c2)cc1,PAASCJJJLQOAAN-UHFFFAOYSA-N,PAASCJJJLQOAAN,4.84,2008
345,CCC(C)(C)c1ccc(Sc2cc(C#N)c(O)nc2)cc1,PAHSPAOJQGRWMK-UHFFFAOYSA-N,PAHSPAOJQGRWMK,5.15,2013
346,Oc1c(C(c2cc(Cl)c(Cl)cc2)N2CCCC2)cc2OCOc2c1,PALXEUVWNGHGKV-UHFFFAOYSA-N,PALXEUVWNGHGKV,5.32,2008
347,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3cc4c(cccc4)o3)[nH]c3ccccc23)cc(C)c1Cl,PBCZQMXRKDXOJO-UHFFFAOYSA-N,PBCZQMXRKDXOJO,6.51,2016
348,Cc1c(-c2c(C)cc3c(C(C)C)c(O)c(O)cc3c2O)c(O)c2cc(O)c(O)c(C(C)C)c2c1,PBJKWGWHZVXBGU-UHFFFAOYSA-N,PBJKWGWHZVXBGU,5.525,2009
349,O=Cc1ccc(-c2ccc(CC3NC(=O)N(C(Cc4ccccc4)C(=O)NS(=O)(=O)c4ccc(Cl)c([N+](=O)[O-])c4)C3=O)cc2)cc1,PBLHMWGKXSXLDD-UHFFFAOYSA-N,PBLHMWGKXSXLDD,5.03,2015
350,Cc1cc(OCCCn2c(C(=O)O)cc3ccccc32)cc(C)c1Cl,PDMKFDARJPXMCS-UHFFFAOYSA-N,PDMKFDARJPXMCS,6.39,2013
351,c1cc2c(cc1C1OCC3C(c4cc5c(cc4)OCO5)OCC13)OCO2,PEYUIKBAABKQKQ-UHFFFAOYSA-N,PEYUIKBAABKQKQ,5.16,2009
352,COc1ccc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)cc1,PGMIJPOMKAAJFV-UHFFFAOYSA-N,PGMIJPOMKAAJFV,6.23,2016
353,O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)cc(-c2c(Br)cccc2)n1,PGMXPLMJPRSIKP-UHFFFAOYSA-N,PGMXPLMJPRSIKP,4.99,2018
354,Cc1ccc(CC(=O)NC(Cc2ccc(OCc3ccccc3)cc2)C(=O)NS(=O)(=O)c2ccc(NCCCc3ccccc3)c([N+](=O)[O-])c2)cc1,PIIWCHCFSUCMHL-UHFFFAOYSA-N,PIIWCHCFSUCMHL,6.3,2018
355,Cc1ccc(-c2cc(C(=O)O)c3cc(Br)ccc3n2)o1,PJDQCOBHWQSBSN-UHFFFAOYSA-N,PJDQCOBHWQSBSN,5.04,2008
356,Cc1ccc(CSc2nnc(SCC(=O)NN=Cc3c[nH]c4ccccc34)s2)cc1,PJGTWVUBLLWFFY-UHFFFAOYSA-N,PJGTWVUBLLWFFY,5.41,2008
357,Cc1cc(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c(O)cc1,PJRBIUKCMMJUOL-UHFFFAOYSA-N,PJRBIUKCMMJUOL,5.52,2008
358,Nc1c(C(=O)Nc2ccc(Br)cc2)sc2c1ccc(-c1ccco1)n2,PJZTTXDSEFCLRR-UHFFFAOYSA-N,PJZTTXDSEFCLRR,5.59,2008
359,O=C(O)C1C=CC2CC3C(CCCCCc4ccc(O)cc4)C4C=CC1C2C43,PKNDHVGUXLBYND-UHFFFAOYSA-N,PKNDHVGUXLBYND,4.85,2014
360,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3cc(NCCc4ccccc4)ncc3)[nH]c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,PLUDXXQQJHWPGO-UHFFFAOYSA-N,PLUDXXQQJHWPGO,8.015,2016
361,O=C(O)c1cc(S(=O)(=O)Nc2ccc(Br)cc2Br)c2ccccc2c1O,PNQLIFYZRPXTNT-UHFFFAOYSA-N,PNQLIFYZRPXTNT,6.38,2016
362,Cc1cc(OCCCc2c(C(=O)O)n3CCCc4c(Cl)ccc2c43)cc(C)c1Cl,POKYVKHUQBRKCF-UHFFFAOYSA-N,POKYVKHUQBRKCF,8.52,2015
363,CC(C)(C)OC(=O)N1CC(Oc2ccc(-c3ccccc3)cc2)CC1C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NS(=O)(=O)c1ccccc1,POZWBLNAHVCOMF-UHFFFAOYSA-N,POZWBLNAHVCOMF,6.23,2017
364,Cc1cc(OCCCc2c(C(=O)NCc3nccc(C(=O)O)c3)[nH]c3c2cccc3-c2c(C)n(C)nc2C)cc(C)c1Cl,PPKTYCPNQLWJFI-UHFFFAOYSA-N,PPKTYCPNQLWJFI,7.085,2015
365,CC(C)c1c(Cc2cc(C(=O)Nc3ccc(S(=O)(=O)c4c(C(C)(C)C)cccc4)cc3)c(O)c(O)c2O)cccc1,PQAPVTKIEGUPRN-UHFFFAOYSA-N,PQAPVTKIEGUPRN,6.58,2006
366,COc1ccc(C(=O)C=Cc2ccc(O)c(F)c2)c(OC)c1OC,PREWOCGJBXHGRJ-UHFFFAOYSA-N,PREWOCGJBXHGRJ,4.55,2016
367,COc1ccccc1Oc1ccc2C3=C(C#N)C(=O)N=C3c3cccc1c32,PRNJUJSNFAYRNO-UHFFFAOYSA-N,PRNJUJSNFAYRNO,6.83,2011
368,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC1(O)C(=O)c2c(cccc2)C1=O,PSDYWXVFQWCFEU-UHFFFAOYSA-N,PSDYWXVFQWCFEU,4.92,2016
369,Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)CCNC(=O)c3cccn3-c3ccccc3)[nH]c3ccccc23)cc(C)c1Cl,PTEYBPSGJZVDCD-UHFFFAOYSA-N,PTEYBPSGJZVDCD,6.86,2016
370,O=C(O)c1cc(S(=O)(=O)Nc2ccc(-c3ccccc3)cc2)c2ccccc2c1O,PTJQYBHWGDXXKK-UHFFFAOYSA-N,PTJQYBHWGDXXKK,5.81,2016
371,Cc1cc(Oc2ccc(C=C3SC(=O)N(C(C(=O)O)C(C)C)C3=O)cc2)cc(C)c1Cl,PVXPXGOUEMLVIL-UHFFFAOYSA-N,PVXPXGOUEMLVIL,5.92,2018
372,Cc1cc(OCCCc2c(C(=O)NCC(=O)O)[nH]c3ccccc23)cc(C)c1Cl,PXJFLZFCYWEHHY-UHFFFAOYSA-N,PXJFLZFCYWEHHY,6.21,2018
373,COc1cc(NC(=O)CCC(=O)N2CCN(Cc3cccc(-c4ccc(Cl)cc4)c3)CC2)cc(OC)c1OC,PZHHDTZVJUSGAT-UHFFFAOYSA-N,PZHHDTZVJUSGAT,6.5,2018
