,status_influx,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
139,0.0,Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)c(F)c2)cc(C)c1C#N,SUYOQQGNJSOVRX-UHFFFAOYSA-N,SUYOQQGNJSOVRX
140,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)c(Cl)c1,LQYOUCYIUNWYOJ-UHFFFAOYSA-N,LQYOUCYIUNWYOJ
141,0.0,CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,YYBOLPLTQDKXPM-UHFFFAOYSA-N,YYBOLPLTQDKXPM
142,0.0,O=S(=O)(Nc1ccc(F)c(C(F)(F)F)c1)c1ccccc1C(F)(F)F,DZRAGPLJMUNJQR-UHFFFAOYSA-N,DZRAGPLJMUNJQR
143,0.0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,MQOBSOSZFYZQOK-UHFFFAOYSA-N,MQOBSOSZFYZQOK
144,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)c(F)c2)cc1F,QRRJYNRFCIERSX-UHFFFAOYSA-N,QRRJYNRFCIERSX
145,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2F)cc1F,BYPLZJKGKNJROQ-UHFFFAOYSA-N,BYPLZJKGKNJROQ
146,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,SOJQETCIROIFPH-UHFFFAOYSA-N,SOJQETCIROIFPH
147,0.0,N#Cc1ccccc1NS(=O)(=O)c1ccccc1C(F)(F)F,JQTIYFIQUJBMHI-UHFFFAOYSA-N,JQTIYFIQUJBMHI
148,0.0,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1Cl,UMROKUTXYJZWIP-UHFFFAOYSA-N,UMROKUTXYJZWIP
149,0.0,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)c(Cl)c1,ZYLOMPUTVAUWRS-UHFFFAOYSA-N,ZYLOMPUTVAUWRS
150,0.0,Cc1ccccc1S(=O)(=O)Nc1ccc(Cl)c(C#N)c1,PQDXLMYYLWKAJI-UHFFFAOYSA-N,PQDXLMYYLWKAJI
151,0.0,CCc1cc2c(C(=O)c3cc(Br)c(O)c(Br)c3)c(OC)ccc2o1,NGZJITNNZBCMAC-UHFFFAOYSA-N,NGZJITNNZBCMAC
152,0.0,CCc1oc2cc(O)ccc2c1C(=O)c1ccc(O)cc1,DWFUZQVYEKONJB-UHFFFAOYSA-N,DWFUZQVYEKONJB
153,0.0,CCc1oc2ccc(OC)cc2c1C(=O)c1ccc(O)cc1,JRZLKGRTWHCYMH-UHFFFAOYSA-N,JRZLKGRTWHCYMH
154,0.0,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,RFRXIWQYSOIBDI-UHFFFAOYSA-N,RFRXIWQYSOIBDI
155,0.0,CCc1oc2ccc(O)cc2c1C(=O)c1cc(Br)c(O)c(Br)c1,QWHPIJVTUFQZOL-UHFFFAOYSA-N,QWHPIJVTUFQZOL
156,0.0,CCc1oc2cc(OC)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,XQZPJZLYNLGNAL-UHFFFAOYSA-N,XQZPJZLYNLGNAL
157,0.0,CCc1oc2cc(O)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,FEXBXMFVRKZOOZ-UHFFFAOYSA-N,FEXBXMFVRKZOOZ
158,0.0,CCc1cc2c(C(=O)c3ccc(O)cc3)ccc(O)c2o1,XZTGPYIPBPYERP-UHFFFAOYSA-N,XZTGPYIPBPYERP
159,0.0,CCc1cc2cc(OC)cc(C(=O)c3cc(Br)c(O)c(Br)c3)c2o1,MHJPBRVMZNMALE-UHFFFAOYSA-N,MHJPBRVMZNMALE
160,0.0,CCc1cc2c(C(=O)c3cc(Br)c(O)c(Br)c3)cc(Br)c(O)c2o1,FIFWKTSDYCQKQO-UHFFFAOYSA-N,FIFWKTSDYCQKQO
161,0.0,CCc1oc2cc(OC)ccc2c1C(=O)c1ccc(O)cc1,XCFYYKUFGSFYAK-UHFFFAOYSA-N,XCFYYKUFGSFYAK
162,0.0,CCc1oc2c(Br)c(O)c(Br)cc2c1C(=O)c1ccc(OC)cc1,LRIKJKQEONMJCX-UHFFFAOYSA-N,LRIKJKQEONMJCX
163,0.0,CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(=O)O)ccc12,OXTVESNPFZCAKO-UHFFFAOYSA-N,OXTVESNPFZCAKO
164,0.0,Cc1nn(Cc2c(Cl)cccc2C2CC2)c2cc(-c3nn[nH]n3)cnc12,KKEHRCXNWIVIHK-UHFFFAOYSA-N,KKEHRCXNWIVIHK
165,0.0,O=C(O)c1cnc2c(Cl)nn(Cc3c(Cl)cccc3Cl)c2c1,QUODMFUSKPAJBO-UHFFFAOYSA-N,QUODMFUSKPAJBO
166,0.0,Cc1cc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1C,NQKDGVPKOSWPLR-UHFFFAOYSA-N,NQKDGVPKOSWPLR
167,0.0,Cc1cn(Cc2c(Cl)cccc2Cl)c2cc(CCC(=O)O)ccc12,KBOZMSFFJGFCMH-UHFFFAOYSA-N,KBOZMSFFJGFCMH
168,0.0,Cc1cccc(C)c1Cn1cc(C(C)C)c2ccc(C(=O)O)cc21,VVLNQBUFMSBIMF-UHFFFAOYSA-N,VVLNQBUFMSBIMF
169,0.0,Cc1cc(C)c(Cn2nc(C)c3ccc(CC(=O)O)cc32)c(C)c1,BJDROGLKPJEXEV-UHFFFAOYSA-N,BJDROGLKPJEXEV
170,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)c(C#N)c(Cl)c1,RDUBAKNJMGVGLP-UHFFFAOYSA-N,RDUBAKNJMGVGLP
171,0.0,CC(C)(O)c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,QABZGUNUBVANAZ-UHFFFAOYSA-N,QABZGUNUBVANAZ
172,0.0,Cc1ccc(C(C)C)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,QCOQHYXGJNLSHC-UHFFFAOYSA-N,QCOQHYXGJNLSHC
173,0.0,N#Cc1cc(Oc2cc(F)c(S(=O)(=O)Nc3ncccn3)cc2Cl)ccc1F,XAUIUZKBQIEQGI-UHFFFAOYSA-N,XAUIUZKBQIEQGI
174,0.0,COc1cc(F)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,WWUOKPRLGFRICJ-UHFFFAOYSA-N,WWUOKPRLGFRICJ
175,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(F)c1Cl,WDHHKAKOSKYONF-UHFFFAOYSA-N,WDHHKAKOSKYONF
176,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(OC(F)(F)F)cc1,AHRCKSATHYICCF-UHFFFAOYSA-N,AHRCKSATHYICCF
177,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C2CC2)c(Cl)c1,MQOBGOFPLQNWFY-UHFFFAOYSA-N,MQOBGOFPLQNWFY
178,0.0,N#Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,PKYIJIHNQVTYCJ-UHFFFAOYSA-N,PKYIJIHNQVTYCJ
179,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(C#N)c1F,AQAFQQMZCNQCGW-UHFFFAOYSA-N,AQAFQQMZCNQCGW
180,0.0,CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,VUXLTHUBTUFZST-UHFFFAOYSA-N,VUXLTHUBTUFZST
181,0.0,O=C(O)C1(Sc2ccnc3ccc(-c4cccc(C(F)(F)F)c4)cc23)CCC1,JJNMSSOOUCYJLO-UHFFFAOYSA-N,JJNMSSOOUCYJLO
182,0.0,COCCOc1ccc2nccc(SC3(C(=O)O)CCC3)c2c1,LQOXZZULYFZKOT-UHFFFAOYSA-N,LQOXZZULYFZKOT
183,0.0,O=C(O)C1(Sc2ccnc3ccncc23)CCC1,BNIFIUXPVRBJPR-UHFFFAOYSA-N,BNIFIUXPVRBJPR
184,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)cc(C(F)(F)F)c1,YJZVWPAVSCCMSY-UHFFFAOYSA-N,YJZVWPAVSCCMSY
185,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(F)c1,XSJMFRMPEZSFAK-UHFFFAOYSA-N,XSJMFRMPEZSFAK
186,0.0,COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1C#N,PUVNLIIPEGBQOD-UHFFFAOYSA-N,PUVNLIIPEGBQOD
187,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cnc(C#N)c(Cl)c1,HWZLNNKCVJGIFC-UHFFFAOYSA-N,HWZLNNKCVJGIFC
188,0.0,Cc1ccc(F)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,OAQMNYLVZMYACW-UHFFFAOYSA-N,OAQMNYLVZMYACW
189,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccnnc3)cc2C#N)cc1Cl,SNZBAAKOOLJSMN-UHFFFAOYSA-N,SNZBAAKOOLJSMN
190,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1c(F)cccc1F,OVALBBXAOJEEEU-UHFFFAOYSA-N,OVALBBXAOJEEEU
191,0.0,COc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1F,LIZZKNDVDPPVPF-UHFFFAOYSA-N,LIZZKNDVDPPVPF
192,0.0,Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(C(C)C)cc1Cl,LDSGPKNGSZEIIH-UHFFFAOYSA-N,LDSGPKNGSZEIIH
193,0.0,COc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,VOOQFFWVXNYOQC-UHFFFAOYSA-N,VOOQFFWVXNYOQC
194,0.0,O=C(Nc1ccccc1)c1c(O)[nH]c(=O)[nH]c1=O,VKWYRWQIBQMDFJ-UHFFFAOYSA-N,VKWYRWQIBQMDFJ
195,0.0,Cc1ccc(CC(=O)O)cc1OCc1c(C)cccc1C,IYOFVSUBBMQUQM-UHFFFAOYSA-N,IYOFVSUBBMQUQM
196,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)ccc1Cl,YYVUXGPNXJOCCH-UHFFFAOYSA-N,YYVUXGPNXJOCCH
197,0.0,CC(C)Oc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,ZSAUBQCPWJSBNE-UHFFFAOYSA-N,ZSAUBQCPWJSBNE
198,0.0,N#Cc1c(Cl)cccc1Oc1ccc(S(=O)(=O)Nc2cccnc2)cc1,HWOCTJAKUZMSSS-UHFFFAOYSA-N,HWOCTJAKUZMSSS
199,0.0,N#Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1Cl,PIIFSEKLRTUDQZ-UHFFFAOYSA-N,PIIFSEKLRTUDQZ
200,0.0,O=S(=O)(Nc1cccc(OC(F)(F)F)c1)c1ccccc1C(F)(F)F,HXOYFKVZKSXQGA-UHFFFAOYSA-N,HXOYFKVZKSXQGA
201,0.0,Cc1cncc(NS(=O)(=O)c2ccccc2C(F)(F)F)c1,BDKVOUYQZMYGRD-UHFFFAOYSA-N,BDKVOUYQZMYGRD
202,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)c(F)cc1Cl,VPJYGSUSSZANDZ-UHFFFAOYSA-N,VPJYGSUSSZANDZ
203,0.0,Cc1ncccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,VMJVGDGYNPKXQL-UHFFFAOYSA-N,VMJVGDGYNPKXQL
204,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)c(CO)c1,QXUDVKXUGUNMKE-UHFFFAOYSA-N,QXUDVKXUGUNMKE
205,0.0,Cc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,NSKODODBDGYAAG-UHFFFAOYSA-N,NSKODODBDGYAAG
206,0.0,COc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,MRZGQDBTSORKNA-UHFFFAOYSA-N,MRZGQDBTSORKNA
207,0.0,COc1cc(F)c(F)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,LSTFJZPKESVEIA-UHFFFAOYSA-N,LSTFJZPKESVEIA
208,0.0,Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1C,AQTFFLWOFLHBCQ-UHFFFAOYSA-N,AQTFFLWOFLHBCQ
209,0.0,Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,OIFITCDSGPEFEW-UHFFFAOYSA-N,OIFITCDSGPEFEW
210,0.0,N#Cc1ccc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)nc1,LUEBWVIFELWSDJ-UHFFFAOYSA-N,LUEBWVIFELWSDJ
211,0.0,COc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,HCILRWSGJUMVNE-UHFFFAOYSA-N,HCILRWSGJUMVNE
212,0.0,Cc1cccc(C)c1Cn1cc(Cl)c2ccc(CC(=O)O)cc21,QWDNUOGNNWLMEO-UHFFFAOYSA-N,QWDNUOGNNWLMEO
213,0.0,Cc1nn(Cc2cccc(Cl)c2Cl)c2cc(CC(=O)O)ccc12,FSJQUSZJKNWCRO-UHFFFAOYSA-N,FSJQUSZJKNWCRO
214,0.0,Cc1nn(Cc2c(F)cccc2Cl)c2cc(CC(=O)O)ccc12,UNSPLLJKFQPIRX-UHFFFAOYSA-N,UNSPLLJKFQPIRX
215,0.0,Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(Cc3nn[nH]n3)ccc12,DEEJHEPZVXORGD-UHFFFAOYSA-N,DEEJHEPZVXORGD
216,0.0,Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(C(C)(C)C(=O)O)ccc12,XMSKNJFTQPTISW-UHFFFAOYSA-N,XMSKNJFTQPTISW
217,0.0,Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(N)=O)ccc12,YDGPTJQLYSGPNO-UHFFFAOYSA-N,YDGPTJQLYSGPNO
218,0.0,O=S(=O)(Nc1ccccc1F)c1ccccc1C(F)(F)F,WIKJJOTYJKSONV-UHFFFAOYSA-N,WIKJJOTYJKSONV
219,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(OC(F)(F)F)c1,QMQINHJLQJHMTI-UHFFFAOYSA-N,QMQINHJLQJHMTI
220,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(Cl)c1F,CWTZHWXJLSQAJK-UHFFFAOYSA-N,CWTZHWXJLSQAJK
221,0.0,N#Cc1ccnc(NS(=O)(=O)c2ccc(Oc3ccc(F)c(Cl)c3)c(C#N)c2)c1,ZFLJWPYRGAMGKP-UHFFFAOYSA-N,ZFLJWPYRGAMGKP
222,0.0,O=S(=O)(Nc1ccc(F)cn1)c1ccc(Oc2cnc(CO)c(Cl)c2)cc1F,SFYSDPWAVSQNHN-UHFFFAOYSA-N,SFYSDPWAVSQNHN
223,0.0,COc1cccnc1NS(=O)(=O)c1ccc(Oc2ccc(C#N)c(Cl)c2)c(C#N)c1,UHTHHRCXTPUOGI-UHFFFAOYSA-N,UHTHHRCXTPUOGI
224,0.0,CCOc1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,RQZGPMGNNNQUCO-UHFFFAOYSA-N,RQZGPMGNNNQUCO
225,0.0,CC(C)(C)c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1,KRFBTTVKXYRIJS-UHFFFAOYSA-N,KRFBTTVKXYRIJS
226,0.0,Cc1cc(C)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,JRDWPXOXMMNKJI-UHFFFAOYSA-N,JRDWPXOXMMNKJI
227,0.0,CCOc1ncccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,ITHUNJROOILFEZ-UHFFFAOYSA-N,ITHUNJROOILFEZ
228,0.0,CCc1nn(Cc2c(C)cccc2Cl)c2cc(C(=O)O)cnc12,MMEADCLKMLJOJT-UHFFFAOYSA-N,MMEADCLKMLJOJT
229,0.0,Cc1cccc(Cl)c1Cn1nc(C)c2ccc(CC(=O)O)cc21,UWKOVYZHOSMSSW-UHFFFAOYSA-N,UWKOVYZHOSMSSW
230,0.0,O=C(Nc1ccc(O)cc1)c1c(O)[nH]c(=S)[nH]c1=O,DVMISDHNZIDREG-UHFFFAOYSA-N,DVMISDHNZIDREG
231,0.0,CC(C)(C)c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,ZOTHBQKLYMDPNV-UHFFFAOYSA-N,ZOTHBQKLYMDPNV
232,0.0,Cc1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,WRKYSYKVMFIVAF-UHFFFAOYSA-N,WRKYSYKVMFIVAF
233,0.0,CCc1nn(Cc2c(C)cccc2C)c2cc(CC(=O)O)ccc12,MMQFTZZVWPKEGP-UHFFFAOYSA-N,MMQFTZZVWPKEGP
234,0.0,O=C(O)C1(Sc2ccnc3ccc(-c4ccc(F)cc4)cc23)CCC1,ZITFZCYAOQULPB-UHFFFAOYSA-N,ZITFZCYAOQULPB
235,0.0,O=C(O)C1(Sc2ccnc3ccc(CO)cc23)CCC1,KKXGXMXQGKQUBH-UHFFFAOYSA-N,KKXGXMXQGKQUBH
236,0.0,Cc1ccnc(NS(=O)(=O)c2ccc(Oc3cccc(Cl)c3C#N)cc2)n1,VBXKZDYTEIIWPQ-UHFFFAOYSA-N,VBXKZDYTEIIWPQ
237,0.0,N#Cc1c(Cl)cccc1Oc1ccc(S(=O)(=O)Nc2cnccn2)cc1,ZSRPGCIXHNUNHE-UHFFFAOYSA-N,ZSRPGCIXHNUNHE
238,0.0,O=S(=O)(Nc1cccnn1)c1cc(Cl)c(Oc2ccc(Cl)cc2OC(F)F)cc1F,KUJSIQAHLDGMHS-UHFFFAOYSA-N,KUJSIQAHLDGMHS
239,0.0,CCc1cccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,UHPDJNKZEVRIHV-UHFFFAOYSA-N,UHPDJNKZEVRIHV
240,0.0,COc1ccc(Cl)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,VGHKMSJAOAQIMW-UHFFFAOYSA-N,VGHKMSJAOAQIMW
241,0.0,Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,KBCSTRFINXYESD-UHFFFAOYSA-N,KBCSTRFINXYESD
242,0.0,Cc1cccnc1NS(=O)(=O)c1ccc(Oc2ccc(C#N)c(Cl)c2)c(C#N)c1,JKNVSZSCDWMGJK-UHFFFAOYSA-N,JKNVSZSCDWMGJK
243,0.0,COc1cc(C)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,IYUFCNWJJXPJEH-UHFFFAOYSA-N,IYUFCNWJJXPJEH
244,0.0,CCc1nn(Cc2c(Cl)cccc2Cl)c2cc(CCC(=O)O)ccc12,DUXJJLJDOZJAQJ-UHFFFAOYSA-N,DUXJJLJDOZJAQJ
245,0.0,O=C(O)Cc1ccc2c(C3CC3)nn(Cc3c(Cl)cccc3Cl)c2c1,IPKPKRCWBHIYMX-UHFFFAOYSA-N,IPKPKRCWBHIYMX
246,0.0,Cc1nn(Cc2c(Cl)cccc2Cl)c2cc(-c3nn[nH]n3)cnc12,XJKWVCFFEVPASU-UHFFFAOYSA-N,XJKWVCFFEVPASU
247,0.0,Cc1ccc(C)c(Cn2nc(C)c3ncc(-c4nn[nH]n4)cc32)c1,MCWXHSAWTMREQD-UHFFFAOYSA-N,MCWXHSAWTMREQD
248,0.0,Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)cc1Cl,CAZJIJRXBRRCFV-UHFFFAOYSA-N,CAZJIJRXBRRCFV
249,0.0,COc1cccc(C)c1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,CWXSEHCHWFVOGG-UHFFFAOYSA-N,CWXSEHCHWFVOGG
250,0.0,CC(C)c1ncc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,KECYUIPHGVFYTD-UHFFFAOYSA-N,KECYUIPHGVFYTD
251,0.0,CC(C)c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,HBYDRIJKZQOPIP-UHFFFAOYSA-N,HBYDRIJKZQOPIP
252,0.0,CC(C)(C)c1cccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,YYYPPFITXPHJLA-UHFFFAOYSA-N,YYYPPFITXPHJLA
253,0.0,Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(Cl)c1C,WKFUAOVMMFMLQK-UHFFFAOYSA-N,WKFUAOVMMFMLQK
254,0.0,N#Cc1ccc(Oc2cc(F)c(S(=O)(=O)Nc3ccc(F)cn3)cc2Cl)cc1F,GZAAUSCODCQAHP-UHFFFAOYSA-N,GZAAUSCODCQAHP
255,0.0,Cc1cccc(C)c1COc1cccc(CCc2nn[nH]n2)c1,JYXZNKDUAFJFDE-UHFFFAOYSA-N,JYXZNKDUAFJFDE
256,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(Cl)cn3)cc2C#N)cc1Cl,YXYWWLQVPCEPBN-UHFFFAOYSA-N,YXYWWLQVPCEPBN
257,0.0,Cc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc(C)c1Cl,XPNILNBNWCRMIE-UHFFFAOYSA-N,XPNILNBNWCRMIE
258,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3cccnc3)cc2C#N)cc1Cl,IKVVJARNFJUSFU-UHFFFAOYSA-N,IKVVJARNFJUSFU
259,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cccc(C2CC2)c1,PRLVZEHLDZZDFN-UHFFFAOYSA-N,PRLVZEHLDZZDFN
260,0.0,CCc1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,NEPMNJPNOJZGGK-UHFFFAOYSA-N,NEPMNJPNOJZGGK
261,0.0,N#Cc1cc(Cl)cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,SYRILJQDHREVSF-UHFFFAOYSA-N,SYRILJQDHREVSF
262,0.0,N#Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,SAOGFVNFQZFZRO-UHFFFAOYSA-N,SAOGFVNFQZFZRO
263,0.0,CCOc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1,SOUWPUXIORMEEX-UHFFFAOYSA-N,SOUWPUXIORMEEX
264,0.0,Cc1cccc(C)c1Cn1cc(C)c2ccc(CC(=O)O)cc21,PPYQJSQNYMYOQT-UHFFFAOYSA-N,PPYQJSQNYMYOQT
265,0.0,Cc1nn(Cc2cccc3ccccc23)c2cc(CC(=O)O)ccc12,MKVPAQJWGDFDNS-UHFFFAOYSA-N,MKVPAQJWGDFDNS
266,0.0,Cc1nn(Cc2cccc(Cl)c2Cl)c2cc(-c3nn[nH]n3)cnc12,MDGBPPNVDVUEBF-UHFFFAOYSA-N,MDGBPPNVDVUEBF
267,0.0,Cc1ccncc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,SSCFMHMRAAICEV-UHFFFAOYSA-N,SSCFMHMRAAICEV
268,0.0,COc1ccc(C)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,QNZJFCURFQAJCG-UHFFFAOYSA-N,QNZJFCURFQAJCG
269,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(C#N)c(C2CC2)c1,QUSWEOQKURTIDV-UHFFFAOYSA-N,QUSWEOQKURTIDV
270,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cn1,PQYCEXRLWIJBBP-UHFFFAOYSA-N,PQYCEXRLWIJBBP
271,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(Cl)cc1,JOLOBHLPMBPQKW-UHFFFAOYSA-N,JOLOBHLPMBPQKW
272,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1F,DGZKSZQGFQVRKK-UHFFFAOYSA-N,DGZKSZQGFQVRKK
273,0.0,CCc1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,MPROQFOXFDBGLK-UHFFFAOYSA-N,MPROQFOXFDBGLK
274,0.0,COc1ccc(Cc2nn[nH]n2)cc1OCc1c(C)cccc1C,CWUFRHCAHLQODO-UHFFFAOYSA-N,CWUFRHCAHLQODO
275,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(F)ccc1Cl,IPWWPYNFVNZNFS-UHFFFAOYSA-N,IPWWPYNFVNZNFS
276,0.0,O=C(Nc1ccc(O)cc1)c1c(O)[nH]c(=O)[nH]c1=O,NZECHPRNNQXBHZ-UHFFFAOYSA-N,NZECHPRNNQXBHZ
277,0.0,Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1C#N,ACBJXDIHOOLURN-UHFFFAOYSA-N,ACBJXDIHOOLURN
278,0.0,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c(OC(F)F)c1,MMAZKRJVMKVKKX-UHFFFAOYSA-N,MMAZKRJVMKVKKX
279,0.0,CC(C)c1cccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,DMBFIYWXUXAVIK-UHFFFAOYSA-N,DMBFIYWXUXAVIK
280,0.0,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1cc(Cl)c(F)cc1Cl,FBAFUKNBIVMHBG-UHFFFAOYSA-N,FBAFUKNBIVMHBG
281,0.0,CCOc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,MUWIDFIZJVXEPM-UHFFFAOYSA-N,MUWIDFIZJVXEPM
