,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD
11161,AQOVMEUBPMLELA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.360940,Cc1cc(OCCCn2ccc3c2cccc3OCc2cccc(C(=O)O)c2)cc(C)c1Cl,AQOVMEUBPMLELA,AQOVMEUBPMLELA-UHFFFAOYSA-N,"InChI=1S/C27H26ClNO4/c1-18-14-22(15-19(2)26(18)28)32-13-5-11-29-12-10-23-24(29)8-4-9-25(23)33-17-20-6-3-7-21(16-20)27(30)31/h3-4,6-10,12,14-16H,5,11,13,17H2,1-2H3,(H,30,31)","""AuxInfo=1/1/N:1,31,22,15,7,21,23,14,16,11,8,10,6,3,29,28,19,2,30,20,24,4,12,13,17,32,25,33,9,26,27,5,18/E:(1,2)(14,15)(18,19)(30,31)/rA:33CCCCOCCCNCCCCCCCCOCCCCCCCOOCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;s9;d10;s11;s9d12;s13;d14;s15;s12d16;s17;s18;s19;d20;s21;d22;s23;s24;d25;s25;s20d24;d4;s29;s30;s2d30;s32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4015012,PMID:28343875,2017.0,PMID:28343875,2017,0,0,0,1,,,=,6.85,6.85,0.0,0.0,1.0,6.85,0.0
13752,AUSCDMYCFSINPV_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.251090,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCOc4ccc(-n5ncc6c5ncnc6)cc4)s3)CCc2ccc1,AUSCDMYCFSINPV,AUSCDMYCFSINPV-UHFFFAOYSA-N,"InChI=1S/C34H26N8O4S2/c43-31(40-33-38-26-6-1-2-7-27(26)47-33)24-5-3-4-20-12-14-41(18-25(20)24)34-39-29(32(44)45)28(48-34)13-15-46-23-10-8-22(9-11-23)42-30-21(17-37-42)16-35-19-36-30/h1-11,16-17,19H,12-15,18H2,(H,44,45)(H,38,40,43)","""AuxInfo=1/1/N:10,9,47,46,48,11,8,29,40,28,41,44,24,43,25,39,33,15,37,45,34,30,27,13,14,6,7,23,19,35,2,20,4,17,38,36,32,5,18,3,16,31,1,21,22,26,12,42/E:(8,9)(10,11)(44,45)/rA:48OCNCNCCCCCCSCCCNCNCCOOCCCOCCCCNNCCCNCNCCCSCCCCCC/rB:d1;s2;s3;d4;s5;d6;s7;d8;s9;s6d10;s4s7;s2;d13;s14;s15;s16;d17;s18;s19;d20;s20;d19;s23;s24;s25;s26;d27;s28;d29;s30;s31;d32;s33;s31d34;s35;d36;s37;s34d38;s30;s27d40;s17s23;s16;s43;s14s44;d45;s46;s13d47;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3382383,PMID:25313317,2014.0,PMID:25313317,2014,0,0,0,1,,,=,7.05,7.05,0.0,0.0,1.0,7.05,0.0
13912,AVBCTPBVIWXTJA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.355081,CCCOc1ccc(CC(NC(=O)c2cn(Cc3ccc(-c4ccccc4)cc3)c3c2cccc3)C(=O)NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,AVBCTPBVIWXTJA,AVBCTPBVIWXTJA-UHFFFAOYSA-N,"InChI=1S/C40H35ClN4O7S/c1-2-22-52-31-18-14-27(15-19-31)23-36(40(47)43-53(50,51)32-20-21-35(41)38(24-32)45(48)49)42-39(46)34-26-44(37-11-7-6-10-33(34)37)25-28-12-16-30(17-13-28)29-8-4-3-5-9-29/h3-21,24,26,36H,2,22-23,25H2,1H3,(H,42,46)(H,43,47)","""AuxInfo=1/1/N:1,2,25,24,26,33,34,23,27,32,35,19,29,7,52,20,28,6,53,43,44,3,9,51,17,15,8,18,22,21,5,42,31,14,45,10,30,47,12,36,46,11,38,16,48,13,37,49,50,40,41,4,39/E:(4,5)(8,9)(12,13)(14,15)(16,17)(18,19)(48,49)(50,51)/CRV:45.5,53.6/rA:53CCCOCCCCCCNCOCCNCCCCCCCCCCCCCCCCCCCCONSOOCCCCClCN+OO-CCC/rB:s1;s2;s3;s4;d5;s6;d7;s8;s9;s10;s11;d12;s12;d14;s15;s16;s17;d18;s19;d20;s21;d22;s23;d24;s25;s22d26;s21;s18d28;s16;s14d30;s31;d32;s33;s30d34;s10;d36;s36;s38;d39;d39;s39;d42;s43;d44;s45;s45;s47;d48;s48;s42d47;s8;s5d52;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3994256,PMID:28233676,2017.0,PMID:28233676,2017,0,0,0,1,,,=,5.25,5.25,0.0,0.0,1.0,5.25,0.0
15782,AXRKKWXXRAOBEV_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.68247,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccn4)CC3)cc2)cc1[N+](=O)[O-],AXRKKWXXRAOBEV,AXRKKWXXRAOBEV-UHFFFAOYSA-N,"InChI=1S/C36H40N6O5S2/c1-40(2)21-19-30(26-48-32-9-4-3-5-10-32)38-34-16-15-33(25-35(34)42(44)45)49(46,47)39-36(43)28-11-13-31(14-12-28)41-22-17-27(18-23-41)24-29-8-6-7-20-37-29/h3-16,20,24-25,30,38H,17-19,21-23,26H2,1-2H3,(H,39,43)","""AuxInfo=1/1/N:1,3,12,11,13,37,38,36,10,14,27,44,28,43,18,17,32,41,5,39,4,31,42,34,45,7,33,26,35,6,29,9,19,16,46,24,40,15,23,2,30,47,25,48,49,21,22,8,20/E:(1,2)(4,5)(9,10)(11,12)(13,14)(17,18)(22,23)(44,45)(46,47)/CRV:42.5,49.6/rA:49CNCCCCCSCCCCCCNCCCCSOONCOCCCCNCCCCCCCCCNCCCCCCN+OO-/rB:s1;s2;s2;s4;s5;s6;s7;s8;d9;s10;d11;s12;s9d13;s6;s15;d16;s17;d18;s19;d20;d20;s20;s23;d24;s24;d26;s27;d28;s29;s30;s31;s32;w?33;s34;d35;s36;d37;s38;s35d39;s33;s30s41;s29;s26d43;s19;s16d45;s46;d47;s47;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL909602,PMID:17256834,2007.0,PMID:17256834,2007,0,0,0,1,,,=,7.34,7.34,0.0,0.0,1.0,7.34,0.0
17157,AZRHKOKLZALSIL_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.355076,O=C(NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1cn(Cc2ccc(-c3ccc(Cl)cc3)cc2)c2c1cccc2,AZRHKOKLZALSIL,AZRHKOKLZALSIL-UHFFFAOYSA-N,"InChI=1S/C37H28Cl2N4O6S/c38-28-16-14-27(15-17-28)26-12-10-25(11-13-26)22-42-23-31(30-8-4-5-9-34(30)42)36(44)40-33(20-24-6-2-1-3-7-24)37(45)41-50(48,49)29-18-19-32(39)35(21-29)43(46)47/h1-19,21,23,33H,20,22H2,(H,40,44)(H,41,45)","""AuxInfo=1/1/N:9,8,10,48,49,7,11,47,50,33,44,34,43,37,42,38,41,19,20,5,27,31,29,6,32,35,36,39,18,46,28,21,4,45,23,2,12,40,22,3,14,30,24,1,13,25,26,16,17,15/E:(2,3)(6,7)(10,11)(12,13)(14,15)(16,17)(46,47)(48,49)/CRV:43.5,50.6/rA:50OCNCCCCCCCCCONSOOCCCCClCN+OO-CCCNCCCCCCCCCClCCCCCCCCCC/rB:d1;s2;s3;s4;s5;d6;s7;d8;s9;s6d10;s4;d12;s12;s14;d15;d15;s15;d18;s19;d20;s21;s21;s23;d24;s24;s18d23;s2;d28;s29;s30;s31;d32;s33;d34;s35;d36;s37;d38;s39;s39;s36d41;s35;s32d43;s30;s28d45;s46;d47;s48;s45d49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3994256,PMID:28233676,2017.0,PMID:28233676,2017,0,0,0,1,,,=,6.58,6.58,0.0,0.0,1.0,6.58,0.0
19206,BCMBEMVUWOEPBA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.271970,COc1ccccc1N1C(=O)C(=Cc2ccc(OCC(=O)Nc3ccc(C(=O)O)cc3)cc2)SC1=S,BCMBEMVUWOEPBA,BCMBEMVUWOEPBA-UHFFFAOYSA-N,"InChI=1S/C26H20N2O6S2/c1-33-21-5-3-2-4-20(21)28-24(30)22(36-26(28)35)14-16-6-12-19(13-7-16)34-15-23(29)27-18-10-8-17(9-11-18)25(31)32/h2-14H,15H2,1H3,(H,27,29)(H,31,32)","""AuxInfo=1/1/N:1,6,5,7,4,15,33,25,30,24,31,16,32,13,19,14,26,23,17,8,3,12,20,10,27,35,22,9,21,11,28,29,2,18,36,34/E:(6,7)(8,9)(10,11)(12,13)(31,32)/rA:36COCCCCCCNCOCCCCCCOCCONCCCCCOOCCCCSCS/rB:s1;s2;d3;s4;d5;s6;s3d7;s8;s9;d10;s10;w?12;s13;d14;s15;d16;s17;s18;s19;d20;s20;s22;d23;s24;d25;s26;d27;s27;s26;s23d30;s17;s14d32;s12;s9s34;d35;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3631163,PMID:26421995,2015.0,PMID:26421995,2015,0,0,0,1,,,=,5.0,5.0,0.0,0.0,1.0,5.0,0.0
19616,BDINUPBROUJUMH_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.363798,Cc1cc(OCCCc2c3C(=O)N(c4cc(C(=O)O)cc5c4ccn5C)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,BDINUPBROUJUMH,BDINUPBROUJUMH-UHFFFAOYSA-N,"InChI=1S/C39H39Cl2N5O4/c1-21-17-26(18-22(2)35(21)41)50-16-7-9-27-28-10-11-30(40)34(33-23(3)42-44(6)24(33)4)36(28)46-14-8-13-45(38(47)37(27)46)32-20-25(39(48)49)19-31-29(32)12-15-43(31)5/h10-12,15,17-20H,7-9,13-14,16H2,1-6H3,(H,48,49)","""AuxInfo=1/1/N:1,48,45,40,26,42,7,28,8,33,34,23,27,29,24,6,3,46,20,15,2,47,44,39,16,4,9,32,22,35,21,14,38,37,49,31,10,11,17,36,50,43,25,41,13,30,12,18,19,5/E:(1,2)(17,18)(21,22)(48,49)/rA:50CCCCOCCCCCCONCCCCOOCCCCCNCCCCNCCCCCClCCCCNCNCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s13;d14;s15;s16;d17;s17;d16;s20;s14d21;s22;d23;s21s24;s25;s13;s27;s28;s10s29;s30;s9d31;s32;d33;s34;s35;s31d35;s37;d38;s39;s39;s41;s41;s38d43;s44;d4;s46;s47;s2d47;s49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4023204,PMID:29323899,2018.0,PMID:29323899,2018,0,0,0,1,,,=,6.02,6.02,0.0,0.0,1.0,6.02,0.0
19775,BDOWOEXBFLRGBF_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.306350,O=C(C=Cc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,BDOWOEXBFLRGBF,BDOWOEXBFLRGBF-UHFFFAOYSA-N,"InChI=1S/C30H26N4O6S2/c35-29(18-11-22-7-3-1-4-8-22)32-24-14-12-23(13-15-24)30(36)33-42(39,40)26-16-17-27(28(21-26)34(37)38)31-19-20-41-25-9-5-2-6-10-25/h1-18,21,31H,19-20H2,(H,32,35)(H,33,36)","""AuxInfo=1/1/N:8,33,7,9,32,34,6,10,31,35,4,14,41,13,42,23,24,3,27,28,40,5,15,12,30,22,25,36,2,16,26,11,18,37,1,17,38,39,20,21,29,19/E:(3,4)(5,6)(7,8)(9,10)(12,13)(14,15)(37,38)(39,40)/CRV:34.5,42.6/rA:42OCCCCCCCCCNCCCCCONSOOCCCCNCCSCCCCCCCN+OO-CCC/rB:d1;s2;w?3;s4;d5;s6;d7;s8;s5d9;s2;s11;d12;s13;d14;s15;d16;s16;s18;d19;d19;s19;d22;s23;d24;s25;s26;s27;s28;s29;d30;s31;d32;s33;s30d34;s25;s36;d37;s37;s22d36;s15;s12d41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3859719,PMID:27712939,2016.0,PMID:27712939,2016,0,0,0,1,,,=,5.31,5.31,0.0,0.0,1.0,5.31,0.0
19877,BDUHCSBCVGXTJM_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.57844,COc1cc(OC(C)C)c(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)cc1,BDUHCSBCVGXTJM,BDUHCSBCVGXTJM-UHFFFAOYSA-N,"InChI=1S/C30H30Cl2N4O4/c1-18(2)40-25-16-23(39-3)12-13-24(25)29-34-27(19-4-8-21(31)9-5-19)28(20-6-10-22(32)11-7-20)36(29)30(38)35-15-14-33-26(37)17-35/h4-13,16,18,27-28H,14-15,17H2,1-3H3,(H,33,37)","""AuxInfo=1/1/N:8,9,1,15,20,23,28,16,19,24,27,40,39,34,33,4,38,7,14,22,17,25,3,10,5,36,13,21,11,30,18,26,35,12,32,29,37,31,2,6/E:(1,2)(4,5)(6,7)(8,9)(10,11)/rA:40COCCCOCCCCCNCCCCCClCCCCCCCClCCNCONCCNCOCCC/rB:s1;s2;d3;s4;s5;s6;s7;s7;d5;s10;w?11;s12;s13;d14;s15;d16;s17;s17;s14d19;s13;s21;d22;s23;d24;s25;s25;s22d27;s11s21;s29;d30;s30;s32;s33;s34;s35;d36;s32s36;s10;s3d39;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3803117,PMID:26982372,2016.0,PMID:26982372,2016,0,0,1,0,,,=,4.82,4.82,0.0,0.0,1.0,4.82,0.0
20294,BEMIPHFYAIZMHC_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.363788,Cc1cc(OCCCc2c3C(=O)N(c4ccc(C(=O)O)c5c4n(C)cc5)CCCn3c3c2ccc(Cl)c3-c2c(C)n(C)nc2C)cc(C)c1Cl,BEMIPHFYAIZMHC,BEMIPHFYAIZMHC-UHFFFAOYSA-N,"InChI=1S/C39H39Cl2N5O4/c1-21-19-25(20-22(2)34(21)41)50-18-7-9-26-27-10-12-30(40)33(32-23(3)42-44(6)24(32)4)36(27)46-16-8-15-45(38(47)37(26)46)31-13-11-29(39(48)49)28-14-17-43(5)35(28)31/h10-14,17,19-20H,7-9,15-16,18H2,1-6H3,(H,48,49)","""AuxInfo=1/1/N:1,48,45,40,24,42,7,28,8,33,16,34,15,26,27,29,25,6,3,46,2,47,44,39,4,9,32,21,17,35,14,38,37,49,22,31,10,11,18,36,50,43,23,41,13,30,12,19,20,5/E:(1,2)(19,20)(21,22)(48,49)/rA:50CCCCOCCCCCCONCCCCCOOCCNCCCCCCNCCCCCClCCCCNCNCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;d9;s10;d11;s11;s13;d14;s15;d16;s17;d18;s18;s17;s14d21;s22;s23;s23;s21d25;s13;s27;s28;s10s29;s30;s9d31;s32;d33;s34;s35;s31d35;s37;d38;s39;s39;s41;s41;s38d43;s44;d4;s46;s47;s2d47;s49;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4023204,PMID:29323899,2018.0,PMID:29323899,2018,0,0,0,1,,,=,6.36,6.36,0.0,0.0,1.0,6.36,0.0
21487,BFUDACNOTBJKRG_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.271972,Cc1cccc(C)c1N1C(=O)C(=Cc2ccc(OCc3ccc(C(=O)O)cc3)cc2)SC1=S,BFUDACNOTBJKRG,BFUDACNOTBJKRG-UHFFFAOYSA-N,"InChI=1S/C26H21NO4S2/c1-16-4-3-5-17(2)23(16)27-24(28)22(33-26(27)32)14-18-8-12-21(13-9-18)31-15-19-6-10-20(11-7-19)25(29)30/h3-14H,15H2,1-2H3,(H,29,30)","""AuxInfo=1/1/N:1,7,4,3,5,21,28,15,30,22,27,16,29,13,19,2,6,14,20,23,17,12,8,10,24,32,9,11,25,26,18,33,31/E:(1,2)(4,5)(6,7)(8,9)(10,11)(12,13)(16,17)(29,30)/rA:33CCCCCCCCNCOCCCCCCOCCCCCCOOCCCCSCS/rB:s1;d2;s3;d4;s5;s6;s2d6;s8;s9;d10;s10;w?12;s13;d14;s15;d16;s17;s18;s19;d20;s21;d22;s23;d24;s24;s23;s20d27;s17;s14d29;s12;s9s31;d32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3631163,PMID:26421995,2015.0,PMID:26421995,2015,0,0,0,1,,,=,6.05,6.05,0.0,0.0,1.0,6.05,0.0
22136,BGVWDINPRHXDRI_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.370029,COc1cc2c(cc1)n(-c1ccc(-c3ccccc3)cc1)c(C)c2CC(=O)NC(Cc1ccccc1)C(=O)NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1,BGVWDINPRHXDRI,BGVWDINPRHXDRI-UHFFFAOYSA-N,"InChI=1S/C39H33ClN4O7S/c1-25-32(33-22-30(51-2)17-20-36(33)43(25)29-15-13-28(14-16-29)27-11-7-4-8-12-27)24-38(45)41-35(21-26-9-5-3-6-10-26)39(46)42-52(49,50)31-18-19-34(40)37(23-31)44(47)48/h3-20,22-23,35H,21,24H2,1-2H3,(H,41,45)(H,42,46)","""AuxInfo=1/1/N:23,1,34,17,33,35,16,18,32,36,15,19,12,20,11,21,8,52,51,7,30,4,44,25,22,31,14,13,10,3,43,24,5,49,29,6,45,26,37,50,28,39,9,46,27,38,47,48,41,42,2,40/E:(5,6)(7,8)(9,10)(11,12)(13,14)(15,16)(47,48)(49,50)/CRV:44.5,52.6/rA:52COCCCCCCNCCCCCCCCCCCCCCCCCONCCCCCCCCCONSOOCCCN+OO-CClCC/rB:s1;s2;d3;s4;d5;s6;s3d7;s6;s9;d10;s11;d12;s13;d14;s15;d16;s17;s14d18;s13;s10d20;s9;s22;s5d22;s24;s25;d26;s26;s28;s29;s30;d31;s32;d33;s34;s31d35;s29;d37;s37;s39;d40;d40;s40;d43;s44;s45;d46;s46;d45;s49;s49;s43d51;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4046937,PMID:28866374,2017.0,PMID:28866374,2017,0,0,0,1,,,=,6.24,6.24,0.0,0.0,1.0,6.24,0.0
22578,BHMAXGYZHGTXAG_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.69339,CC(C)c1c(O)c(O)c(O)c(C(=O)N2CCc3c(cccc3)C2)c1,BHMAXGYZHGTXAG,BHMAXGYZHGTXAG-UHFFFAOYSA-N,"InChI=1S/C19H21NO4/c1-11(2)14-9-15(17(22)18(23)16(14)21)19(24)20-8-7-12-5-3-4-6-13(12)10-20/h3-6,9,11,21-23H,7-8,10H2,1-2H3","""AuxInfo=1/0/N:1,3,21,20,22,19,16,15,24,23,2,17,18,4,11,5,9,7,12,14,6,10,8,13/E:(1,2)/rA:24CCCCCOCOCOCCONCCCCCCCCCC/rB:s1;s2;s2;d4;s5;s5;s7;d7;s9;s9;s11;d12;s12;s14;s15;s16;d17;s18;d19;s20;s17d21;s14s18;s4d11;/rC:;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL918619,PMID:17378545,2007.0,PMID:17378545,2007,0,0,0,1,,,=,5.51,5.51,0.0,0.0,1.0,5.51,0.0
24582,BJRJXKGVHIMLKX_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.257549,O=C(NS(=O)(=O)c1ccccc1)C(Cc1c[nH]c2c1cccc2)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,BJRJXKGVHIMLKX,BJRJXKGVHIMLKX-UHFFFAOYSA-N,"InChI=1S/C33H24ClN3O4S3/c34-25-16-14-23(15-17-25)22-12-10-21(11-13-22)18-30-32(39)37(33(42)43-30)29(19-24-20-35-28-9-5-4-8-27(24)28)31(38)36-44(40,41)26-6-2-1-3-7-26/h1-18,20,29,35H,19H2,(H,36,38)","""AuxInfo=1/1/N:10,9,11,21,22,8,12,20,23,30,41,31,40,34,39,35,38,28,14,16,29,32,33,15,36,7,19,18,13,27,2,25,43,37,17,3,24,1,26,5,6,44,42,4/E:(2,3)(6,7)(10,11)(12,13)(14,15)(16,17)(40,41)/CRV:44.6/rA:44OCNSOOCCCCCCCCCCNCCCCCCNCOCCCCCCCCCCClCCCCSCS/rB:d1;s2;s3;d4;d4;s4;d7;s8;d9;s10;s7d11;s2;s13;s14;d15;s16;s17;s15d18;s19;d20;s21;s18d22;s13;s24;d25;s25;w?27;s28;d29;s30;d31;s32;d33;s34;d35;s36;s36;s33d38;s32;s29d40;s27;s24s42;d43;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3405857,PMID:25818766,2015.0,PMID:25818766,2015,0,0,0,1,,,=,6.33,6.33,0.0,0.0,1.0,6.33,0.0
26314,BMFIKSDWRTVGGF_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.68259,COc1ccccc1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,BMFIKSDWRTVGGF,BMFIKSDWRTVGGF-UHFFFAOYSA-N,"InChI=1S/C37H44N6O6S2/c1-40(2)20-19-30(27-50-32-10-5-4-6-11-32)38-34-18-17-33(25-35(34)43(45)46)51(47,48)39-37(44)28-13-15-31(16-14-28)42-23-21-41(22-24-42)26-29-9-7-8-12-36(29)49-3/h4-18,25,30,38H,19-24,26-27H2,1-3H3,(H,39,44)","""AuxInfo=1/1/N:33,34,1,40,39,41,6,5,7,38,42,4,16,48,15,49,25,26,30,31,11,51,12,50,47,9,35,17,8,29,14,37,24,27,43,3,18,28,20,32,10,13,44,19,45,46,22,23,2,36,21/E:(1,2)(5,6)(10,11)(13,14)(15,16)(21,22)(23,24)(45,46)(47,48)/CRV:43.5,51.6/rA:51COCCCCCCCNCCNCCCCCONSOOCCCCNCCCNCCCSCCCCCCCN+OO-CCCCC/rB:s1;s2;d3;s4;d5;s6;s3d7;s8;s9;s10;s11;s12;s13;d14;s15;d16;s17;d18;s18;s20;d21;d21;s21;d24;s25;d26;s27;s28;s29;s30;s31;s32;s32;s29;s35;s36;d37;s38;d39;s40;s37d41;s27;s43;d44;s44;s24d43;s17;s14d48;s13;s10s50;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL909602,PMID:17256834,2007.0,PMID:17256834,2007,0,0,0,1,,,=,8.49,8.49,0.0,0.0,1.0,8.49,0.0
27503,BNOSUTSIOHZGIA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.257537,O=C(NS(=O)(=O)c1cc([N+](=O)[O-])c(Cl)cc1)C(Cc1ccc(Br)cc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S,BNOSUTSIOHZGIA,BNOSUTSIOHZGIA-UHFFFAOYSA-N,"InChI=1S/C31H20BrCl2N3O6S3/c32-22-9-3-18(4-10-22)15-27(29(38)35-46(42,43)24-13-14-25(34)26(17-24)37(40)41)36-30(39)28(45-31(36)44)16-19-1-5-20(6-2-19)21-7-11-23(33)12-8-21/h1-14,16-17,27H,15H2,(H,35,38)","""AuxInfo=1/1/N:32,43,20,25,33,42,36,41,21,24,37,40,16,15,18,30,8,19,31,34,35,22,38,7,13,9,17,29,2,27,45,23,39,14,3,26,10,1,28,11,12,5,6,46,44,4/E:(1,2)(3,4)(5,6)(7,8)(9,10)(11,12)(40,41)(42,43)/CRV:37.5,46.6/rA:46OCNSOOCCCN+OO-CClCCCCCCCCBrCCNCOCCCCCCCCCCClCCCCSCS/rB:d1;s2;s3;d4;d4;s4;d7;s8;s9;d10;s10;d9;s13;s13;s7d15;s2;s17;s18;d19;s20;d21;s22;s22;s19d24;s17;s26;d27;s27;w?29;s30;d31;s32;d33;s34;d35;s36;d37;s38;s38;s35d40;s34;s31d42;s29;s26s44;d45;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3405857,PMID:25818766,2015.0,PMID:25818766,2015,0,0,0,1,,,=,6.16,6.16,0.0,0.0,1.0,6.16,0.0
27622,BNTOBHKNATVJRV_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.201405,CCCCN=C1C(=O)NC2=C1c1c3c2cccc3c(Sc2ccc(OC)cc2)cc1,BNTOBHKNATVJRV,BNTOBHKNATVJRV-UHFFFAOYSA-N,"InChI=1S/C25H22N2O2S/c1-3-4-14-26-24-22-18-12-13-20(30-16-10-8-15(29-2)9-11-16)17-6-5-7-19(21(17)18)23(22)27-25(24)28/h5-13H,3-4,14H2,1-2H3,(H,26,27,28)","""AuxInfo=1/1/N:1,26,2,3,16,17,15,23,27,22,28,30,29,4,24,21,18,12,14,19,13,11,10,6,7,5,9,8,25,20/E:(8,9)(10,11)/rA:30CCCCNCCONCCCCCCCCCCSCCCCOCCCCC/rB:s1;s2;s3;s4;w?5;s6;d7;s7;s9;s6w?10;s11;d12;s10s13;d14;s15;d16;s13s17;d18;s19;s20;d21;s22;d23;s24;s25;s24;s21d27;s19;s12d29;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL2318340,PMID:23206987,2013.0,PMID:23206987,2013,0,0,1,0,,,=,6.45,6.45,0.0,0.0,1.0,6.45,0.0
