,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD
211787,MSYLNZXHGMUOOS_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.68238,COC1(Cc2cc(Cl)ccc2)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,MSYLNZXHGMUOOS,MSYLNZXHGMUOOS-UHFFFAOYSA-N,"InChI=1S/C38H44ClN5O6S2/c1-42(2)21-18-31(27-51-33-10-5-4-6-11-33)40-35-17-16-34(25-36(35)44(46)47)52(48,49)41-37(45)29-12-14-32(15-13-29)43-22-19-38(50-3,20-23-43)26-28-8-7-9-30(39)24-28/h4-17,24-25,31,40H,18-23,26-27H2,1-3H3,(H,41,45)","""AuxInfo=1/1/N:34,35,1,41,40,42,10,11,9,39,43,17,49,16,50,26,27,31,12,52,32,13,51,6,48,4,36,5,18,7,30,15,38,25,28,44,19,3,8,29,21,33,14,45,20,46,47,23,24,2,37,22/E:(1,2)(5,6)(10,11)(12,13)(14,15)(19,20)(22,23)(46,47)(48,49)/CRV:44.5,52.6/rA:52COCCCCCClCCCCCNCCCCCONSOOCCCCNCCCNCCCSCCCCCCCN+OO-CCCCC/rB:s1;s2;s3;s4;d5;s6;s7;d7;s9;s5d10;s3;s12;s13;s14;d15;s16;d17;s18;d19;s19;s21;d22;d22;s22;d25;s26;d27;s28;s29;s30;s31;s32;s33;s33;s30;s36;s37;d38;s39;d40;s41;s38d42;s28;s44;d45;s45;s25d44;s18;s15d49;s14;s3s51;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL909602,PMID:17256834,2007.0,PMID:17256834,2007,0,0,0,1,,,=,8.74,8.74,0.0,0.0,1.0,8.74,0.0
212376,MTVXIMCLUYDUHS_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.154064,COc1ccc(Oc2ccc3C4=C(C#N)C(=O)N=C4c4cccc2c43)cc1,MTVXIMCLUYDUHS,MTVXIMCLUYDUHS-UHFFFAOYSA-N,"InChI=1S/C22H12N2O3/c1-26-12-5-7-13(8-6-12)27-18-10-9-15-19-14(18)3-2-4-16(19)21-20(15)17(11-23)22(25)24-21/h2-10H,1H3","""AuxInfo=1/0/N:1,22,23,21,4,27,5,26,10,9,14,3,6,24,11,20,13,8,25,12,19,16,15,18,17,2,7/E:(5,6)(7,8)/rA:27COCCCCOCCCCCCCNCONCCCCCCCCC/rB:s1;s2;d3;s4;d5;s6;s7;d8;s9;d10;s11;w?12;s13;t14;s13;d16;s16;s12w?18;s19;d20;s21;d22;s8s23;s11s20d24;s6;s3d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL1827900,PMID:21684048,2011.0,PMID:21684048,2011,0,0,0,1,,,=,6.52,6.52,0.0,0.0,1.0,6.52,0.0
213131,MURNSIIRTWLJOD_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.360942,Cc1cc(OCCCn2ccc3cc(OCc4ccc(C(=O)O)cc4)ccc32)cc(C)c1Cl,MURNSIIRTWLJOD,MURNSIIRTWLJOD-UHFFFAOYSA-N,"InChI=1S/C27H26ClNO4/c1-18-14-24(15-19(2)26(18)28)32-13-3-11-29-12-10-22-16-23(8-9-25(22)29)33-17-20-4-6-21(7-5-20)27(30)31/h4-10,12,14-16H,3,11,13,17H2,1-2H3,(H,30,31)","""AuxInfo=1/1/N:1,31,7,18,25,19,24,26,27,11,8,10,6,3,29,13,16,2,30,17,20,12,14,4,28,32,21,33,9,22,23,5,15/E:(1,2)(4,5)(6,7)(14,15)(18,19)(30,31)/rA:33CCCCOCCCNCCCCCOCCCCCCOOCCCCCCCCCCl/rB:s1;d2;s3;s4;s5;s6;s7;s8;s9;d10;s11;d12;s13;s14;s15;s16;d17;s18;d19;s20;d21;s21;s20;s17d24;d14;s26;s9s12d27;d4;s29;s30;s2d30;s32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4015012,PMID:28343875,2017.0,PMID:28343875,2017,0,0,0,1,,,=,5.85,5.85,0.0,0.0,1.0,5.85,0.0
214329,MVZYIPCJBOOBGD_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.415367,CCc1c(-c2cccc(Cl)c2C)c2c(ncnc2OC(Cc2ccccc2)C(=O)O)s1,MVZYIPCJBOOBGD,MVZYIPCJBOOBGD-UHFFFAOYSA-N,"InChI=1S/C24H21ClN2O3S/c1-3-19-20(16-10-7-11-17(25)14(16)2)21-22(26-13-27-23(21)31-19)30-18(24(28)29)12-15-8-5-4-6-9-15/h4-11,13,18H,3,12H2,1-2H3,(H,28,29)","""AuxInfo=1/1/N:1,12,2,25,24,26,7,23,27,6,8,21,16,11,22,5,9,20,3,4,13,18,14,28,10,17,15,29,30,19,31/E:(5,6)(8,9)(28,29)/rA:31CCCCCCCCCClCCCCNCNCOCCCCCCCCCOOS/rB:s1;s2;d3;s4;d5;s6;d7;s8;s9;s5d9;s11;s4;d13;s14;d15;s16;s13d17;s18;s19;s20;s21;d22;s23;d24;s25;s22d26;s20;d28;s28;s3s14;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4375085,PMID:31339316,2019.0,PMID:31339316,2019,0,0,0,1,,,=,4.44,4.44,0.0,0.0,1.0,4.44,0.0
216723,MZLVRSXAQZHURB_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.52956,COc1cc(CCC(=O)N(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2cc([N+](=O)[O-])c(NCCSc3ccccc3)cc2)cc1,MZLVRSXAQZHURB,MZLVRSXAQZHURB-UHFFFAOYSA-N,"InChI=1S/C33H34N4O7S2/c1-36(2)32(38)18-10-23-9-16-28(31(21-23)44-3)24-11-13-25(14-12-24)33(39)35-46(42,43)27-15-17-29(30(22-27)37(40)41)34-19-20-45-26-7-5-4-6-8-26/h4-9,11-17,21-22,34H,10,18-20H2,1-3H3,(H,35,39)","""AuxInfo=1/1/N:11,12,1,40,39,41,38,42,13,6,17,46,18,45,44,14,43,7,34,35,4,27,5,16,19,37,26,15,32,28,3,8,20,33,22,10,29,9,21,30,31,24,25,2,36,23/E:(1,2)(5,6)(7,8)(11,12)(13,14)(40,41)(42,43)/CRV:37.5,46.6/rA:46COCCCCCCONCCCCCCCCCCONSOOCCCN+OO-CNCCSCCCCCCCCCC/rB:s1;s2;d3;s4;s5;s6;s7;d8;s8;s10;s10;d5;s13;s3d14;s15;d16;s17;d18;s19;d20;s20;s22;d23;d23;s23;d26;s27;s28;d29;s29;d28;s32;s33;s34;s35;s36;d37;s38;d39;s40;s37d41;s32;s26d43;s19;s16d45;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL859052,PMID:16451081,2006.0,PMID:16451081,2006,0,0,0,1,,,=,6.4,6.4,0.0,0.0,1.0,6.4,0.0
216839,MZTDRYAEWMJXGC_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.392551,O=C(NC(Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C(=O)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc2ccccc2c1,MZTDRYAEWMJXGC,MZTDRYAEWMJXGC-UHFFFAOYSA-N,"InChI=1S/C39H30ClN3O7S/c40-35-21-20-34(24-37(35)43(46)47)51(48,49)42-39(45)36(41-38(44)32-17-16-29-8-4-5-9-31(29)23-32)22-26-12-18-33(19-13-26)50-25-27-10-14-30(15-11-27)28-6-2-1-3-7-28/h1-21,23-24,36H,22,25H2,(H,41,44)(H,42,45)","""AuxInfo=1/1/N:19,18,20,47,48,17,21,46,49,13,23,7,25,14,22,44,43,8,24,33,34,5,51,41,11,6,12,16,45,15,50,42,9,32,35,4,37,2,26,36,3,28,38,1,27,39,40,30,31,10,29/E:(2,3)(6,7)(10,11)(12,13)(14,15)(18,19)(46,47)(48,49)/CRV:43.5,51.6/rA:51OCNCCCCCCOCCCCCCCCCCCCCCCCONSOOCCCCClCN+OO-CCCCCCCCCCC/rB:d1;s2;s3;s4;s5;d6;s7;d8;s9;s10;s11;d12;s13;d14;s15;d16;s17;d18;s19;s16d20;s15;s12d22;s9;s6d24;s4;d26;s26;s28;d29;d29;s29;d32;s33;d34;s35;s35;s37;d38;s38;s32d37;s2;d42;s43;d44;s45;d46;s47;d48;s45s49;s42d50;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4236686,PMID:30170927,2018.0,PMID:30170927,2018,0,0,0,1,,,=,6.24,6.24,0.0,0.0,1.0,6.24,0.0
220221,NFLJIEYTKIMWIW_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.76780,CC(C(=O)N1CCOCC1)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S,NFLJIEYTKIMWIW,NFLJIEYTKIMWIW-UHFFFAOYSA-N,"InChI=1S/C17H17BrN2O3S2/c1-11(15(21)19-6-8-23-9-7-19)20-16(22)14(25-17(20)24)10-12-2-4-13(18)5-3-12/h2-5,10-11H,6-9H2,1H3","""AuxInfo=1/0/N:1,17,22,18,21,6,10,7,9,15,2,16,19,14,3,12,24,20,5,11,4,13,8,25,23/E:(2,3)(4,5)(6,7)(8,9)/rA:25CCCONCCOCCNCOCCCCCCBrCCSCS/rB:s1;s2;d3;s3;s5;s6;s7;s8;s5s9;s2;s11;d12;s12;w?14;s15;d16;s17;d18;s19;s19;s16d21;s14;s11s23;d24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL891868,PMID:17227711,2007.0,PMID:17227711,2007,0,0,0,1,,,=,4.16,4.16,0.0,0.0,1.0,4.16,0.0
222717,NIOPGFLOQNHRPP_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.52948,CN(C)CCCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-],NIOPGFLOQNHRPP,NIOPGFLOQNHRPP-UHFFFAOYSA-N,"InChI=1S/C33H43N5O5S2/c1-33(2)18-21-37(22-19-33)27-14-12-25(13-15-27)32(39)35-45(42,43)29-16-17-30(31(23-29)38(40)41)34-26(9-8-20-36(3)4)24-44-28-10-6-5-7-11-28/h5-7,10-17,23,26,34H,8-9,18-22,24H2,1-4H3,(H,35,39)","""AuxInfo=1/1/N:35,36,1,3,13,12,14,5,6,11,15,28,40,29,39,19,18,33,37,4,32,38,41,8,27,7,30,10,20,17,42,25,34,16,24,2,31,43,26,44,45,22,23,9,21/E:(1,2)(3,4)(6,7)(10,11)(12,13)(14,15)(18,19)(21,22)(40,41)(42,43)/CRV:38.5,45.6/rA:45CNCCCCCCSCCCCCCNCCCCSOONCOCCCCNCCCCCCCCCCCN+OO-/rB:s1;s2;s2;s4;s5;s6;s7;s8;s9;d10;s11;d12;s13;s10d14;s7;s16;d17;s18;d19;s20;d21;d21;s21;s24;d25;s25;d27;s28;d29;s30;s31;s32;s33;s34;s34;s34;s31s37;s30;s27d39;s20;s17d41;s42;d43;s43;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;EntrezID:596,P10415,WT,CHEMBL859052,PMID:16451081,2006.0,PMID:16451081,2006,0,0,0,1,,,=,7.04,7.04,0.0,0.0,1.0,7.04,0.0
224205,NKNPHHGNUNPDRP_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.261738,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCS3,NKNPHHGNUNPDRP,NKNPHHGNUNPDRP-UHFFFAOYSA-N,"InChI=1S/C24H21NO3S/c26-24(27)23-19(18-9-4-12-21-22(18)25(23)13-15-29-21)10-5-14-28-20-11-3-7-16-6-1-2-8-17(16)20/h1-4,6-9,11-12H,5,10,13-15H2,(H,26,27)","""AuxInfo=1/1/N:16,17,12,22,7,15,13,18,21,6,11,23,27,8,28,14,19,20,5,10,24,25,4,2,26,1,3,9,29/E:(26,27)/rA:29OCOCCCCCOCCCCCCCCCCCCCCCCNCCS/rB:d1;s2;s2;d4;s5;s6;s7;s8;s9;d10;s11;d12;s13;d14;s15;d16;s17;s10s14d18;s5;d20;s21;d22;s23;s20d24;s4s25;s26;s27;s24s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3429296,PMID:25844895,2015.0,PMID:25844895,2015,0,0,0,1,,,=,5.51,5.51,0.0,0.0,1.0,5.51,0.0
224805,NLJIRQSWGBPYHN_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.52944;ChEMBL31.compound.52945,CC1(C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,NLJIRQSWGBPYHN,NLJIRQSWGBPYHN-UHFFFAOYSA-N,"InChI=1S/C34H43N5O6S2/c1-34(2)15-18-38(19-16-34)28-10-8-26(9-11-28)33(40)36-47(43,44)30-12-13-31(32(24-30)39(41)42)35-27(14-17-37-20-22-45-23-21-37)25-46-29-6-4-3-5-7-29/h3-13,24,27,35H,14-23,25H2,1-2H3,(H,36,40)","""AuxInfo=1/1/N:1,3,36,35,37,34,38,9,44,8,45,18,19,23,4,47,24,5,46,26,30,27,29,43,31,10,22,7,33,17,20,39,11,2,21,13,25,6,40,12,41,42,15,16,28,32,14/E:(1,2)(4,5)(6,7)(8,9)(10,11)(15,16)(18,19)(20,21)(22,23)(41,42)(43,44)/CRV:39.5,47.6/rA:47CCCCCNCCCCCONSOOCCCCNCCCNCCOCCCSCCCCCCCN+OO-CCCCC/rB:s1;s2;s2;s4;s5;s6;d7;s8;d9;s10;d11;s11;s13;d14;d14;s14;d17;s18;d19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s25s29;s22;s31;s32;d33;s34;d35;s36;s33d37;s20;s39;d40;s40;s17d39;s10;s7d44;s6;s2s46;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,EntrezID:596;EntrezID:596;ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL859052,PMID:16451081,2006.0,PMID:16451081,2006,0;0,0;0,0;0,1;1,,,=,6.13;7.26,6.695,0.7990306627407984,0.5649999999999997,2.0,6.695,0.565
225111,NLTMWGNDANWOHE_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.251079,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3nc(C(=O)O)c(CCOc4cccc(-n5ncc6c5ncnc6)c4)s3)CCc2ccc1,NLTMWGNDANWOHE,NLTMWGNDANWOHE-UHFFFAOYSA-N,"InChI=1S/C34H26N8O4S2/c43-31(40-33-38-26-9-1-2-10-27(26)47-33)24-8-3-5-20-11-13-41(18-25(20)24)34-39-29(32(44)45)28(48-34)12-14-46-23-7-4-6-22(15-23)42-30-21(17-37-42)16-35-19-36-30/h1-10,15-17,19H,11-14,18H2,(H,44,45)(H,38,40,43)","""AuxInfo=1/1/N:10,9,47,29,46,30,28,48,11,8,44,24,43,25,41,40,34,15,38,45,35,31,27,13,14,6,7,23,19,36,2,20,4,17,39,37,33,5,18,3,16,32,1,21,22,26,12,42/E:(44,45)/rA:48OCNCNCCCCCCSCCCNCNCCOOCCCOCCCCCNNCCCNCNCCSCCCCCC/rB:d1;s2;s3;d4;s5;d6;s7;d8;s9;s6d10;s4s7;s2;d13;s14;s15;s16;d17;s18;s19;d20;s20;d19;s23;s24;s25;s26;d27;s28;d29;s30;s31;s32;d33;s34;s32d35;s36;d37;s38;s35d39;s27d31;s17s23;s16;s43;s14s44;d45;s46;s13d47;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3382383,PMID:25313317,2014.0,PMID:25313317,2014,0,0,0,1,,,=,7.0,7.0,0.0,0.0,1.0,7.0,0.0
225624,NMKBDYBTAFPYQG_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.461351,O=C(Nc1nc2c(cccc2)s1)c1c2CN(c3ccc(-c4cn(Cc5ccccc5)nc4)c(C(=O)O)n3)CCc2ccc1,NMKBDYBTAFPYQG,NMKBDYBTAFPYQG-UHFFFAOYSA-N,"InChI=1S/C33H26N6O3S/c40-31(37-33-35-27-11-4-5-12-28(27)43-33)25-10-6-9-22-15-16-38(20-26(22)25)29-14-13-24(30(36-29)32(41)42)23-17-34-39(19-23)18-21-7-2-1-3-8-21/h1-14,17,19H,15-16,18,20H2,(H,41,42)(H,35,37,40)","""AuxInfo=1/1/N:28,27,29,10,9,42,26,30,41,43,11,8,19,18,39,38,32,24,22,15,25,40,21,20,13,14,6,7,17,33,2,34,4,31,5,37,3,16,23,1,35,36,12/E:(2,3)(7,8)(41,42)/rA:43OCNCNCCCCCCSCCCNCCCCCCNCCCCCCCNCCCOONCCCCCC/rB:d1;s2;s3;d4;s5;d6;s7;d8;s9;s6d10;s4s7;s2;d13;s14;s15;s16;d17;s18;d19;s20;d21;s22;s23;s24;d25;s26;d27;s28;s25d29;s23;s21d31;s20;s33;d34;s34;s17d33;s16;s38;s14s39;d40;s41;s13d42;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4730613,PMID:33062160,2020.0,PMID:33062160,2020,0,0,0,1,,,=,6.93,6.93,0.0,0.0,1.0,6.93,0.0
226251,NNNSNOXNCDVQGR_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.306349,O=C(CCc1ccccc1)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,NNNSNOXNCDVQGR,NNNSNOXNCDVQGR-UHFFFAOYSA-N,"InChI=1S/C30H28N4O6S2/c35-29(18-11-22-7-3-1-4-8-22)32-24-14-12-23(13-15-24)30(36)33-42(39,40)26-16-17-27(28(21-26)34(37)38)31-19-20-41-25-9-5-2-6-10-25/h1-10,12-17,21,31H,11,18-20H2,(H,32,35)(H,33,36)","""AuxInfo=1/1/N:8,33,7,9,32,34,6,10,31,35,4,14,41,13,42,23,24,3,27,28,40,5,15,12,30,22,25,36,2,16,26,11,18,37,1,17,38,39,20,21,29,19/E:(3,4)(5,6)(7,8)(9,10)(12,13)(14,15)(37,38)(39,40)/CRV:34.5,42.6/rA:42OCCCCCCCCCNCCCCCONSOOCCCCNCCSCCCCCCCN+OO-CCC/rB:d1;s2;s3;s4;d5;s6;d7;s8;s5d9;s2;s11;d12;s13;d14;s15;d16;s16;s18;d19;d19;s19;d22;s23;d24;s25;s26;s27;s28;s29;d30;s31;d32;s33;s30d34;s25;s36;d37;s37;s22d36;s15;s12d41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3859719,PMID:27712939,2016.0,PMID:27712939,2016,0,0,0,1,,,=,5.36,5.36,0.0,0.0,1.0,5.36,0.0
227462,NPKOQTZTCSRBST_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.455232,N#CC1=C(O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=NCCC(=O)NCCOCCO,NPKOQTZTCSRBST,NPKOQTZTCSRBST-UHFFFAOYSA-N,"InChI=1S/C27H24BrN3O4S/c28-17-4-6-18(7-5-17)36-23-9-8-20-25-19(23)2-1-3-21(25)27(34)22(16-29)26(20)31-11-10-24(33)30-12-14-35-15-13-32/h1-9,32,34H,10-15H2,(H,30,33)","""AuxInfo=1/1/N:8,9,7,15,18,14,19,21,20,27,26,31,35,32,34,2,16,13,10,22,6,3,11,28,23,24,4,17,1,30,25,36,29,5,33,12/E:(4,5)(6,7)/rA:36NCCCOCCCCCCSCCCCBrCCCCCCCNCCCONCCOCCO/rB:t1;s2;w?3;s4;s4;d6;s7;d8;s9;d10;s11;s12;d13;s14;d15;s16;s16;s13d18;s11;d20;s21;s6s10d22;s3s22;w?24;s25;s26;s27;d28;s28;s30;s31;s32;s33;s34;s35;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4705649,PMID:33197310,2020.0,PMID:33197310,2020,0,0,0,1,,,=,6.09,6.09,0.0,0.0,1.0,6.09,0.0
227894,NQCKTLVJCZRTNE_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.272745,Cc1ccc(S(=O)(=O)NC(=O)C(Cc2ccccc2)N2C(=O)NC(Cc3ccc(-c4cc(C)ccc4)cc3)C2=O)cc1,NQCKTLVJCZRTNE,NQCKTLVJCZRTNE-UHFFFAOYSA-N,"InChI=1S/C33H31N3O5S/c1-22-11-17-28(18-12-22)42(40,41)35-31(37)30(21-24-8-4-3-5-9-24)36-32(38)29(34-33(36)39)20-25-13-15-26(16-14-25)27-10-6-7-23(2)19-27/h3-19,29-30H,20-21H2,1-2H3,(H,34,39)(H,35,37)","""AuxInfo=1/1/N:1,33,17,16,18,35,34,15,19,36,3,42,27,38,28,37,4,41,31,25,13,2,32,14,26,29,30,5,24,12,10,39,21,23,9,20,11,40,22,7,8,6/E:(4,5)(8,9)(11,12)(13,14)(15,16)(17,18)(40,41)/CRV:42.6/rA:42CCCCCSOONCOCCCCCCCCNCONCCCCCCCCCCCCCCCCOCC/rB:s1;d2;s3;d4;s5;d6;d6;s6;s9;d10;s10;s12;s13;d14;s15;d16;s17;s14d18;s12;s20;d21;s21;s23;s24;s25;d26;s27;d28;s29;d30;s31;s32;d32;s34;s30d35;s29;s26d37;s20s24;d39;s5;s2d41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3632439,PMID:26558516,2015.0,PMID:26558516,2015,0,0,0,1,,,=,4.89,4.89,0.0,0.0,1.0,4.89,0.0
229408,NSEKHDVVZNMXDE_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.407786,O=C(O)c1c(NS(=O)(=O)c2cc3c(cccc3)cc2)ccc(SCCc2ccccc2)c1,NSEKHDVVZNMXDE,NSEKHDVVZNMXDE-UHFFFAOYSA-N,"InChI=1S/C25H21NO4S2/c27-25(28)23-17-21(31-15-14-18-6-2-1-3-7-18)11-13-24(23)26-32(29,30)22-12-10-19-8-4-5-9-20(19)16-22/h1-13,16-17,26H,14-15H2,(H,27,28)","""AuxInfo=1/1/N:29,28,30,15,16,27,31,14,17,18,21,19,20,25,24,11,32,26,13,12,22,10,4,5,2,6,1,3,8,9,23,7/E:(2,3)(6,7)(27,28)(29,30)/CRV:32.6/rA:32OCOCCNSOOCCCCCCCCCCCCCSCCCCCCCCC/rB:d1;s2;s2;d4;s5;s6;d7;d7;s7;d10;s11;d12;s13;d14;s15;s12d16;s13;s10d18;s5;d20;s21;s22;s23;s24;s25;d26;s27;d28;s29;s26d30;s4d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4344317,PMID:31971799,2020.0,PMID:31971799,2020,0,0,0,1,,,=,5.25,5.25,0.0,0.0,1.0,5.25,0.0
230300,NTHOVYVBPQHFAA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.455230,N#CC1=C(O)c2cccc3c(Sc4ccc(Br)cc4)ccc(c23)C1=NCCC(=O)NCc1ccc(C(=O)O)cc1,NTHOVYVBPQHFAA,NTHOVYVBPQHFAA-UHFFFAOYSA-N,"InChI=1S/C31H22BrN3O4S/c32-20-8-10-21(11-9-20)40-26-13-12-23-28-22(26)2-1-3-24(28)30(37)25(16-33)29(23)34-15-14-27(36)35-17-18-4-6-19(7-5-18)31(38)39/h1-13,37H,14-15,17H2,(H,35,36)(H,38,39)","""AuxInfo=1/1/N:8,9,7,33,40,34,39,15,18,14,19,21,20,27,26,2,31,32,35,16,13,10,22,6,3,11,28,23,24,4,36,17,1,25,30,29,5,37,38,12/E:(4,5)(6,7)(8,9)(10,11)(38,39)/rA:40NCCCOCCCCCCSCCCCBrCCCCCCCNCCCONCCCCCCOOCC/rB:t1;s2;w?3;s4;s4;d6;s7;d8;s9;d10;s11;s12;d13;s14;d15;s16;s16;s13d18;s11;d20;s21;s6s10d22;s3s22;w?24;s25;s26;s27;d28;s28;s30;s31;d32;s33;d34;s35;d36;s36;s35;s32d39;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860,P10415,WT,CHEMBL4705649,PMID:33197310,2020.0,PMID:33197310,2020,0,0,0,1,,,=,6.8,6.8,0.0,0.0,1.0,6.8,0.0
231134,NUMXZEYOUGENSA_on_P10415_WT,High,ChEMBL31,ChEMBL31.compound.349221,Cc1c(C(=O)N(c2ccc(O)cc2)c2cn(C)nc2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3c(cccc3)CC2CN2CCOCC2)n1C,NUMXZEYOUGENSA,NUMXZEYOUGENSA-UHFFFAOYSA-N,"InChI=1S/C38H39ClN6O4/c1-25-34(38(48)45(31-21-40-41(2)23-31)29-9-11-32(46)12-10-29)20-36(42(25)3)35-19-28(39)8-13-33(35)37(47)44-22-27-7-5-4-6-26(27)18-30(44)24-43-14-16-49-17-15-43/h4-13,19-21,23,30,46H,14-18,22,24H2,1-3H3","""AuxInfo=1/0/N:1,17,49,36,37,35,38,26,8,13,9,12,27,43,47,44,46,39,23,20,19,32,15,41,2,34,33,24,7,40,14,10,28,3,22,21,29,4,25,18,16,48,42,31,6,11,30,5,45/E:(9,10)(11,12)(14,15)(16,17)/rA:49CCCCONCCCCOCCCCNCNCCCCCCClCCCCONCCCCCCCCCCNCCOCCNC/rB:s1;d2;s3;d4;s4;s6;d7;s8;d9;s10;s10;s7d12;s6;d14;s15;s16;s16;s14d18;s3;d20;s21;d22;s23;s24;d24;s26;s22d27;s28;d29;s29;s31;s32;d33;s34;d35;s36;s33d37;s34;s31s39;s40;s41;s42;s43;s44;s45;s42s46;s2s21;s48;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;""",P10415_WT,ChEMBL:CHEMBL4860;ChEMBL:CHEMBL4860,P10415,WT,CHEMBL3705658,PATENT:US9108983B2,2015.0,PATENT:US9108983B2,2015,1;1,0;0,0;0,0;0,,,=,8.4;8.54,8.469999999999999,0.0989949493661164,0.0699999999999998,2.0,8.469999999999999,0.0699999999999994
