,SMILES_raw,status_efflux,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
3076,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,Substrate,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)C(C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,ZTENZJJCFACIAK-LMMPKFLZSA-N,ZTENZJJCFACIAK
3077,COc1c(OC(C)=O)c(OC(C)=O)cc2c1-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,Substrate,COc1c(OC(C)=O)c(OC(C)=O)cc2c1-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,AXTUXMYJCHPLDP-SFHVURJKSA-N,AXTUXMYJCHPLDP
3078,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,Substrate,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,OTKJDMGTUTTYMP
3079,Cc1c2ccn(CCN3CCCCC3)cc2c(C)c2c1[nH+]c1ccc(O)cc12,Substrate,Cc1c2ccn(CCN3CCCCC3)cc2c(C)c2c1nc1ccc(O)cc12,FYCLDNIGWUYSFQ-UHFFFAOYSA-N,FYCLDNIGWUYSFQ
3080,C[C@]12[C@@H](O)C[C@@]3(C)[C@@H](C[C@H]4O[C@@H](C5CCCCC5)O[C@]43C(=O)CO)[C@@H]1CCC1=CC(=O)C=C[C@]12C,Substrate,C[C@]12[C@@H](O)C[C@@]3(C)[C@@H](C[C@H]4O[C@@H](C5CCCCC5)O[C@]43C(=O)CO)[C@@H]1CC=C1CC(=O)C=C[C@]12C,PIFFQTKJRQPEKT-WMMUYDDUSA-N,PIFFQTKJRQPEKT
3081,CCC1=C[C@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,Substrate,CCC1=C[C@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,GBABOYUKABKIAF-JKVZWNDSSA-N,GBABOYUKABKIAF
3082,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(C(=O)O)ccc21,Substrate,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(C(=O)O)ccc21,WPUZGNPQMIWOHE-UHFFFAOYSA-N,WPUZGNPQMIWOHE
3083,CCCCCC1OC(O)C[C@@H]1SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,Substrate,CCCCCC1OC(O)C[C@@H]1SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,ICRIFHIWWXQBPY-ZZTKBFGJSA-N,ICRIFHIWWXQBPY
3084,N[C@@H](CCC(=O)N[C@@H](CSCCN(CCCl)c1ccc(C[C@H](N)C(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSCCN(CCCl)c1ccc(CC(N)C(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,FVSFUWLXGAPZDK-UHFFFAOYSA-N,FVSFUWLXGAPZDK
3085,CCCCC[C@H](O)/C=C/[C@H]1C(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)CC(=O)[C@H]1C/C=C\CCCC(=O)O,Substrate,CCCCC[C@H](O)/C=C/[C@H]1C(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)CC(=O)C1C/C=C\CCCC(=O)O,XUKIKVBUXFVHNV-BFLJWFJUSA-N,XUKIKVBUXFVHNV
3086,N[C@@H](CCC(=O)N[C@@H](CSC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSC(=O)c1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)NCC(=O)O)C(=O)O,RNSHNLDEMPOQDK-UHFFFAOYSA-N,RNSHNLDEMPOQDK
3087,CCCCC/C=C\CC(SCC(NC(=O)CCC(C)C(=O)O)C(=O)NCC(=O)O)C(CCCCCCCC(=O)O)[N+](=O)[O-],Substrate,CCCCC/C=C\CC(SCC(NC(=O)CCC(C)C(=O)O)C(=O)NCC(=O)O)C(CCCCCCCC(=O)O)[N+](=O)[O-],WODXWKBFRXHKDR-XFXZXTDPSA-N,WODXWKBFRXHKDR
3088,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,Substrate,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,GNBHRKFJIUUOQI
3089,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,Substrate,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,CHADEQDQBURGHL-UHFFFAOYSA-N,CHADEQDQBURGHL
3090,CC(C)OC(=O)Nc1cccc(Cl)c1,Substrate,CC(C)OC(=O)Nc1cccc(Cl)c1,CWJSHJJYOPWUGX-UHFFFAOYSA-N,CWJSHJJYOPWUGX
3091,CN(CCCC(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1)N=O,Substrate,CN(CCCC(O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1)N=O,KNPUXTWHFSLCDT-HQROOPOXSA-N,KNPUXTWHFSLCDT
3092,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)O)[C@@H](O)CCCC(=O)O,Substrate,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(N)C(=O)O)[C@@H](O)CCCC(=O)O,OTZRAYGBFWZKMX-MPWKMEBCSA-N,OTZRAYGBFWZKMX
3093,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(C)=O)C(=O)O)[C@@H](O)CCCC(=O)O,Substrate,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(NC(C)=O)C(=O)O)[C@@H](O)CCCC(=O)O,BGGYAYMMFYBWEX-PJEAHERNSA-N,BGGYAYMMFYBWEX
3094,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,YPZRWBKMTBYPTK-UHFFFAOYSA-N,YPZRWBKMTBYPTK
3095,CC(=O)Oc1cc2c(cc1Cl)C1(OC(=O)c3cc(C(=O)O)ccc31)c1cc(Cl)c(OC(C)=O)cc1O2,Substrate,CC(=O)Oc1cc2c(cc1Cl)C1(OC(=O)c3cc(C(=O)O)ccc31)c1cc(Cl)c(OC(C)=O)cc1O2,AJIVVDSJIOOZOJ-UHFFFAOYSA-N,AJIVVDSJIOOZOJ
3096,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,Substrate,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,PQMJQYONVLIFOV-UHFFFAOYSA-N,PQMJQYONVLIFOV
3097,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,Substrate,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,ZNOLGFHPUIJIMJ
3098,CCCCCC(=O)OCC(COP(=O)(O)OCCNc1ccc([N+](=O)[O-])c2nonc12)OC(=O)CCCCC,Substrate,CCCCCC(=O)OCC(COP(=O)(O)OCCNc1ccc([N+](=O)[O-])c2nonc12)OC(=O)CCCCC,TWGXYJFEAPRVSF-UHFFFAOYSA-N,TWGXYJFEAPRVSF
3099,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Substrate,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,MAXKTGFGXCXJFY-OZRRVWKSSA-N,MAXKTGFGXCXJFY
3100,N[C@@H](CCC(=O)N[C@@H](CSCc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSCc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)C(=O)NCC(=O)O)C(=O)O,LDNATPWUBRLWGH-UHFFFAOYSA-N,LDNATPWUBRLWGH
3101,NC(CCC(=O)NC(CSCCN(CCO)c1ccc(CCCC(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSCCN(CCO)c1ccc(CCCC(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,IMDXUTZHSKCFPB-UHFFFAOYSA-N,IMDXUTZHSKCFPB
3102,CCCCCC=C/C=C1/C(=O)CC(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1C/C=C\CCCC(=O)O,Substrate,CCCCC=CC=CC1C(=O)CC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1C/C=C\CCCC(=O)O,ZHFILTOXGWSNFC-CBPRNQQHSA-N,ZHFILTOXGWSNFC
3103,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@H]1O,Substrate,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)[C@H]1O,LYDBAPNRLUDIAS-BLLXRQKSSA-N,LYDBAPNRLUDIAS
3104,COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Substrate,COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,URCVASXWNJQAEH-ZCBCCSNLSA-N,URCVASXWNJQAEH
3105,COc1cc(/C=C/C(=O)CC(=O)C[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c2ccc(O)c(OC)c2)ccc1O,Substrate,COc1cc(C=CC(=O)CC(=O)C[C@@H](SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c2ccc(O)c(OC)c2)ccc1O,DYWCJHFHCLPQNT-HAPLJMJGSA-N,DYWCJHFHCLPQNT
3106,O=C(O)c1ccc2c(c1)C(=O)OC21c2cc(Cl)c(O)cc2Oc2cc(O)c(Cl)cc21,Substrate,O=C(O)c1ccc2c(c1)C(=O)OC21c2cc(Cl)c(O)cc2Oc2cc(O)c(Cl)cc21,JGZVUTYDEVUNMK-UHFFFAOYSA-N,JGZVUTYDEVUNMK
3107,N[C@@H](CCC(=O)N[C@@H](CSCCN(CCCl)c1ccc(CCCC(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,Substrate,NC(CCC(=O)NC(CSCCN(CCCl)c1ccc(CCCC(=O)O)cc1)C(=O)NCC(=O)O)C(=O)O,BQVGPQFUMPRIMA-UHFFFAOYSA-N,BQVGPQFUMPRIMA
3108,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,Substrate,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,XRASPMIURGNCCH-UHFFFAOYSA-N,XRASPMIURGNCCH
3109,CC(=O)Oc1cc2c(cc1Cl)C1(OC(=O)c3ccc(C(=O)O)cc31)c1cc(Cl)c(OC(C)=O)cc1O2,Substrate,CC(=O)Oc1cc2c(cc1Cl)C1(OC(=O)c3ccc(C(=O)O)cc31)c1cc(Cl)c(OC(C)=O)cc1O2,FCNONRRKVDBQRD-UHFFFAOYSA-N,FCNONRRKVDBQRD
3110,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(CCl)ccc21,Substrate,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2cc(CCl)ccc21,IPJDHSYCSQAODE-UHFFFAOYSA-N,IPJDHSYCSQAODE
3111,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,Substrate,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SCC(N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,YEESKJGWJFYOOK-LDDGIIIKSA-N,YEESKJGWJFYOOK
3112,O=C(O)c1ccc2c(c1)C1(OC2=O)c2cc(Cl)c(O)cc2Oc2cc(O)c(Cl)cc21,Substrate,O=C(O)c1ccc2c(c1)C1(OC2=O)c2cc(Cl)c(O)cc2Oc2cc(O)c(Cl)cc21,HLRKQIBTEHWNND-UHFFFAOYSA-N,HLRKQIBTEHWNND
3113,CCC(CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,Substrate,CCC(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,XJTHIRMZZQABBU-UHFFFAOYSA-N,XJTHIRMZZQABBU
3114,CCCCC[C@H](O)/C=C/[C@H]1[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)CC(=O)[C@@H]1CCCCCCC(=O)O,Substrate,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@@H]1SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,HXBAELAEMDXAJM-ASVCRVMKSA-N,HXBAELAEMDXAJM
3115,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(CCl)cc21,Substrate,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(CCl)cc21,FHISADHDXPABSS-UHFFFAOYSA-N,FHISADHDXPABSS
3116,CCN1C(=O)CC(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C1=O,Substrate,CCn1c(O)cc(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1O,XISBBFXVJWGDIJ-UHFFFAOYSA-N,XISBBFXVJWGDIJ
3117,COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,Substrate,COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,WAWRKBQQBUDAMY-UHFFFAOYSA-N,WAWRKBQQBUDAMY
3118,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,Substrate,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,PJAUEKWZQWLQSU-XBAAPGDESA-N,PJAUEKWZQWLQSU
3119,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Substrate,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,LSHVYAFMTMFKBA-TZIWHRDSSA-N,LSHVYAFMTMFKBA
3120,O=C(/C=C(/c1ccc(C(=O)O)cc1)n1cnc2ncccc21)O[C@@H]1C[C@](OC[C@@H]2C[C@@H]2c2ccc(Cl)cc2)(C(=O)O)C[C@@H](O)[C@H]1O,Substrate,O=C(/C=C(/c1ccc(C(=O)O)cc1)n1cnc2ncccc21)O[C@@H]1C[C@](OC[C@@H]2C[C@@H]2c2ccc(Cl)cc2)(C(=O)O)C[C@@H](O)[C@H]1O,NDJTWRKLWSFAHX-BGDRVOHRSA-N,NDJTWRKLWSFAHX
3121,Cc1ccc2c(=O)c3cccc(CC(=O)O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c3oc2c1C,Substrate,Cc1ccc2c(=O)c3cccc(CC(=O)O[C@@H]4OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c3oc2c1C,CUPVOBUYMCVRQB-CZFZYDFWSA-N,CUPVOBUYMCVRQB
3122,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,Substrate,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,XDZKBRJLTGRPSS-LRHAYUFXSA-N,XDZKBRJLTGRPSS
3123,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc([C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@H]3O)ccc21,Substrate,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc([C@@H]3OC(C(=O)O)[C@@H](O)[C@@H](O)[C@H]3O)ccc21,SNMGCBIGGJEKGU-UEQIYCPCSA-N,SNMGCBIGGJEKGU
3124,O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,Substrate,O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,OIUBYZLTFSLSBY-HMGRVEAOSA-N,OIUBYZLTFSLSBY
3125,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,Substrate,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,OHTXTCNTQJFRIG-UHFFFAOYSA-N,OHTXTCNTQJFRIG
3126,COc1ccc2c(c1)c(CC(=O)O[C@@H]1O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c(C)n2C(=O)c1ccc(Cl)cc1,Substrate,COc1ccc2c(c1)c(CC(=O)O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c(C)n2C(=O)c1ccc(Cl)cc1,QCBWEVBGELGABM-MYQCPFBQSA-N,QCBWEVBGELGABM
3127,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,Substrate,CC(C)CC1NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,VYCMAAOURFJIHD-UHFFFAOYSA-N,VYCMAAOURFJIHD
3128,O=C(O)[C@H]1O[C@@H](Oc2ccc([C@@H]3[C@@H](CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,Substrate,O=C(O)C1O[C@@H](Oc2ccc([C@@H]3C(CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,UOFYCFMTERCNEW-SGSUOIHRSA-N,UOFYCFMTERCNEW
3129,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,Substrate,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,BYVWXQRJRYELNP-UHFFFAOYSA-N,BYVWXQRJRYELNP
3130,CN1CC[C@@H](c2c(O)cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,Substrate,CN1CC[C@@H](c2c(O)cc(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,UHXNBWBWHRRRLQ-DTIKBACRSA-N,UHXNBWBWHRRRLQ
3131,CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,Substrate,CC1C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@](C)([C@]34CO4)[C@@]2(CO)C(=O)C1=O,YJZOIBYRKVITQF-BYYJOMOJSA-N,YJZOIBYRKVITQF
3132,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,Substrate,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,GLVWZDCWCRWVFM-BJLOMENOSA-N,GLVWZDCWCRWVFM
3133,Cc1c(C)n2c(CSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c(C)c(=O)n2c1=O,Substrate,Cc1c(C)n2c(CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(C)c(=O)n2c1=O,KPJNKLWIESQKCG-UHFFFAOYSA-N,KPJNKLWIESQKCG
3134,CC1(C)C(C=CC=CC=CC=C2N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc3ccccc3c21,Substrate,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,BDBMLMBYCXNVMC-UHFFFAOYSA-O,BDBMLMBYCXNVMC
3135,CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,Substrate,CN1CC[C@]23c4c5ccc(O[C@@H]6OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,WAEXKFONHRHFBZ-LQISCJLJSA-N,WAEXKFONHRHFBZ
3136,C[C@H](CCC(=O)NCC(=O)Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Substrate,C[C@H](CCC(=O)N=CC(=O)Nc1ccc(=C2c3ccc(O)cc3Oc3cc(O)ccc32)c(=C(O)O)c1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,UJJSSENIHOZJOB-WTNBPJKTSA-N,UJJSSENIHOZJOB
3137,C[C@@H]1NC(=O)[C@H](C[C@@](C)(O)CO)NC(=O)[C@@H]2Cc3c([nH]c4ccccc34)SC[C@H](NC(=O)[C@@H]([C@H](C)O)NC1=O)C(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@@H](C)C(=O)N2,Substrate,CC1NC(=O)C(C[C@@](C)(O)CO)NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C([C@H](C)O)NC1=O)C(=O)N1C[C@@H](O)CC1C(=O)NC(C)C(=O)N2,KPKZJLCSROULON-UIYBSKJFSA-N,KPKZJLCSROULON
3138,C[C@H](CCC(=O)N[C@@H](CCCCNc1ccc([N+](=O)[O-])c2nonc12)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Substrate,C[C@H](CCC(=O)NC(CCCCNc1ccc([N+](=O)[O-])c2nonc12)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,SKHZSQGUSJBHJE-OMZOYNDOSA-N,SKHZSQGUSJBHJE
3139,Cc1c(N2C[C@@H](N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,Substrate,Cc1c(N2C[C@@H](N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,LEILBPMISZFZQK-GFCCVEGCSA-N,LEILBPMISZFZQK
3140,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,Substrate,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,PFTAWBLQPZVEMU
3141,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Substrate,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,RCOBUBSULFIXAR-BYLTXBSBSA-N,RCOBUBSULFIXAR
3142,CC(=O)Nc1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,Substrate,CC(=O)Nc1ccc(O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,IPROLSVTVHAQLE-VTQSIQTBSA-N,IPROLSVTVHAQLE
3143,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Substrate,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ZNOVTXRBGFNYRX-UEWDXFNNSA-N,ZNOVTXRBGFNYRX
