,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
19,27,COc1ccccc1Oc1c(OCCO)nc(-c2ncccn2)nc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1,1.0,,,,0.0,4.18,145.65,-3.54,1.53,10,2,551.183854648,10,Train,,,,Val,0000000000000000000000000000000110000100000000000010001001111101111010011100101111000001000111101100010101001101100010011001111001111011111111111111111110111111111110,0.206282451748848,0.0,0.450166016817093,0.0,0.357388705015182,0.0,,,,,,,,,,,,,,,,,,,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,GJPICJJJRGTNOD-UHFFFAOYSA-N,GJPICJJJRGTNOD
22,30,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,1.0,,,,,0.51,104.65,-1.05,-2.26,5,1,394.03902026,3,Train,,,,,0000000000000000000000010000000000000011000000110000001001011000001010101010010100001011000101100101011011100111000010101101110001001111101101011111010011010111111110,0.413214266300201,0.0,0.363455802202225,0.0,0.415115594863892,0.0,,,,,,,,,,,,,,,,,,,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,QQCSUWGQBREWRO-UHFFFAOYSA-N,QQCSUWGQBREWRO
23,31,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,1.0,,,,,6.39,9.23,-8.34,6.59,1,0,481.715213212,2,Train,,,,,0000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000100000000000111000000100000000111000010100001000011110,0.505971729755402,1.0,0.363455802202225,0.0,0.462570160627365,0.0,,,,,,,,,,,,,,,,,,,Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1,XYBSIYMGXVUVGY-UHFFFAOYSA-N,XYBSIYMGXVUVGY
25,33,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,1.0,,,,,7.28,9.23,-10.55,7.77,1,0,637.536237348,2,Train,,,,,0000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000100000000000111000000100000000111000010100001000011110,0.492783963680267,0.0,0.3606316447258,0.0,0.462570160627365,0.0,,,,,,,,,,,,,,,,,,,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,RZXIRSKYBISPGF-UHFFFAOYSA-N,RZXIRSKYBISPGF
26,35,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,1.0,,,,,3.16,97.11,-0.99,0.06,5,2,396.140925128,6,Train,,,,,0000000000000000000000000000000000000100010000000000000000000000100000000010101000101000010100111100000001100111000011011110000110101111101001000111001001111110111110,0.202391594648361,0.0,0.486367046833038,0.0,0.532879292964935,1.0,,,,,,,,,,,,,,,,,,,O=C(O)c1ccc(NC(=O)C(CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,GKMLFBRLRVQVJO-UHFFFAOYSA-N,GKMLFBRLRVQVJO
28,37,COCc1c(C(C)C)nc(C(C)C)c(C=C[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1.0,,,,,3.78,99.88,-1.99,0.66,5,3,459.242101408,11,Train,,,,,0000000000000000000000000000000000000000010000000000100000000100100000000100000000000110101010001110000100111000001000001010110000110100101110011100110111111011111110,0.698302686214447,1.0,0.382732510566711,0.0,0.567762315273285,1.0,,,,,,,,,,,,,,,,,,,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C,CDHNVTRRQNLWKA-WOJBJXKFSA-N,CDHNVTRRQNLWKA
29,38,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,1.0,,,,,6.98,95.72,-5.95,4.94,4,2,585.210442692,12,Train,,,,,0000000000000000000001000000000000000000000000000000000000000000110000000100000010000011001000000110001110110001000000001010100110110100101000011110110111111011111110,0.297890394926071,0.0,0.443986117839813,0.0,0.359279036521912,0.0,,,,,,,,,,,,,,,,,,,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,UCHDWCPVSPXUMX-JGCGQSQUSA-N,UCHDWCPVSPXUMX
31,40,CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O,1.0,,,,,4.22,114.59,-2.39,0.59,6,3,442.164105184,5,Train,,,,,0000000000000000000000000000000000000000000000000001010000000100000010000010011100100000000101111000000000000100100010111111101001101011101111111101111101011111111110,0.35077315568924,0.0,0.362706512212753,0.0,0.415115594863892,0.0,,,,,,,,,,,,,,,,,,,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,SVOQIEJWJCQGDQ-UHFFFAOYSA-N,SVOQIEJWJCQGDQ
32,41,O=C(O)C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2cccc(F)c2)c1C1CC1,1.0,,,,,1.92,124.68,-1.33,-1.15,6,4,513.207527468,12,Train,,,,,0000000000000000000001000000000000000100010000000000100000000100100000000010101101101010111100111001000100100110000010011110100110110101111101011111011111111110111110,0.775117695331573,1.0,0.5,0.0,0.39174097776413,0.0,,,,,,,,,,,,,,,,,,,O=C(O)C[C@H](O)C[C@H](O)CCn1c(-c2ccc(F)cc2)nc(C(=O)NCc2cccc(F)c2)c1C1CC1,MTCOKKTVNVFMCS-FGZHOGPDSA-N,MTCOKKTVNVFMCS
33,42,O=C(O)[C@H]1O[C@@H](Oc2ccc([C@@H]3[C@@H](CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1.0,1.0,,,,1.59,156.99,-0.92,-2.38,8,5,585.181037948,9,Train,Train,,,,0000000100100000000000000000000000000000010000000000110010000100000000010010000000001010110100001100000100100100100010011110111000111111101100101111010101111110111110,0.21685354411602,0.0,0.362706512212753,0.0,0.495714396238327,0.0,0.755017459392548,1.0,0.449078291654587,0.0,0.425557494163513,0.0,,,,,,,,,,,,,O=C(O)C1O[C@@H](Oc2ccc([C@@H]3C(CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,UOFYCFMTERCNEW-SGSUOIHRSA-N,UOFYCFMTERCNEW
34,43,CC#CCC(C)[C@H](O)C=C[C@@H]1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,1.0,,,,,4.19,77.76,-1.03,0.99,3,3,360.230059504,8,Train,,,,,0000000000000000100000000000000000000000000000000100000000000000000000000001000000000000011000010010100110000000001101000010001110110000001100100110110101101011000110,0.271901667118073,0.0,0.443986117839813,0.0,0.359279036521912,0.0,,,,,,,,,,,,,,,,,,,CC#CCC(C)[C@H](O)C=C[C@@H]1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,HIFJCPQKFCZDDL-XZCJVGAVSA-N,HIFJCPQKFCZDDL
35,44,CCCCC[C@H](O)C=C[C@H]1OC(O)C[C@H](O)[C@@H]1CC=CCCCC(=O)O,1.0,1.0,,,,1.91,107.22,0.08,-0.63,5,4,370.235538808,12,Train,Train,,,,0000000000000000000000000000000000000000000000000000100010000000000000000000000000000000111000000110000100010000011101000010001110110000101100100110010101101011001110,0.775117695331573,1.0,0.450166016817093,0.0,0.495714396238327,0.0,0.679174423217773,1.0,0.529964029788971,1.0,0.617056488990784,1.0,,,,,,,,,,,,,CCCCC[C@H](O)C=C[C@H]1OC(O)C[C@H](O)[C@@H]1CC=CCCCC(=O)O,XNRNNGPBEPRNAR-YLQJXANPSA-N,XNRNNGPBEPRNAR
37,46,Nc1nc(=O)c2c(NC[C@H](CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)N2C=O)[nH]1,0.0,,,,0.0,-1.49,219.84,-0.82,-7.03,9,7,473.165896076,10,Train,,,,Train,0000000000000000000000001000000000000100001000000000110000000000100000000010101101011000011100101101000111000110100010011110101000111011111101111111011011111110111110,0.355471611022949,0.0,0.450166016817093,0.0,0.529964029788971,1.0,,,,,,,,,,,,,,,,,,,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,VVIAGPKUTFNRDU-UEWDXFNNSA-N,VVIAGPKUTFNRDU
40,49,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc12,0.0,,,,,4.76,75.99,-4.17,3.88,5,2,332.068473484,0,Train,,,,,0000000000000000000000000000000000000000000000000000000010000000010000000000000000100000100000010100000010000001100000010010101000100000101100111100000101001010011110,0.257206231355667,0.0,0.362706512212753,0.0,0.358514338731766,0.0,,,,,,,,,,,,,,,,,,,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-N,GNBHRKFJIUUOQI
41,50,Cc1c(C)c2c(CCC(C)(COc3ccc(Cc4c(O)[nH]c(=O)s4)cc3)O2)c(C)c1OS(=O)(=O)O,0.0,,,,,0.43,165.07,-2.36,-1.05,8,3,521.117808824,7,Train,,,,,0000000000000000000000000000000000010011001000110000001011011000111010011000000010100001111100010100010011011101101110011001111011110001101110111111111111111011111110,0.425521314144135,0.0,0.629816234111786,1.0,0.632785677909851,1.0,,,,,,,,,,,,,,,,,,,Cc1c(C)c2c(c(C)c1OS(=O)(=O)O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,NLJKZNWTIBFEPA-UHFFFAOYSA-N,NLJKZNWTIBFEPA
42,52,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,0.0,,,,,3.31,88.14,0.05,0.43,5,1,299.126991404,4,Train,,,,,0000000000000000000000000000000000000000100000000001000000000100110000000110000100100000000001011000000000001001101000011111011000001010101011110101110111111111111110,0.203571528196335,0.0,0.3606316447258,0.0,0.549834012985229,1.0,,,,,,,,,,,,,,,,,,,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,AETHRPHBGJAIBT-UHFFFAOYSA-N,AETHRPHBGJAIBT
43,53,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,0.0,,,,,-2.04,188.43,0.28,-4.55,9,5,528.166532844,5,Train,,,,,0000000000000000000000000000000000000011000000010000111011011000011010011000000000000001100000010100010011010001101101000011011111110001101100111111010101001011011110,0.243869975209236,0.0,0.486367046833038,0.0,0.495714396238327,0.0,,,,,,,,,,,,,,,,,,,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC1OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,VRMSCBRLZUCJBX-DIQQBHKDSA-N,VRMSCBRLZUCJBX
44,55,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,0.0,,,,,3.21,37.3,-0.27,0.45,1,1,206.130679816,4,Train,,,,,0000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000010000000000000001010000000100001101011011110,0.531072676181793,1.0,0.363455802202225,0.0,0.443574696779251,0.0,,,,,,,,,,,,,,,,,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW
46,58,CC(C)OC(=O)CCCC=CC[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,0.0,,,,,4.32,86.99,-3.63,4.11,5,3,432.28757438,13,Train,,,,,0000000000000000000000000000000000000000000000000000100000000000000000000100000000000000111000010010000100010000000001000010011110110000001100100110110101101011011110,0.257206231355667,0.0,0.557437658309937,1.0,0.357388705015182,0.0,,,,,,,,,,,,,,,,,,,CC(C)OC(=O)CCCC=CC[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-VCDBXAJLSA-N,GGXICVAJURFBLW
48,61,C[C@H](CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,,,,,3.24,77.76,-1.37,0.87,3,3,378.277009696,3,Train,,,,,0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000011000010000000110010001001101000010001110110000001110101110110101101011001110,0.683642864227295,1.0,0.363455802202225,0.0,0.357388705015182,0.0,,,,,,,,,,,,,,,,,,,C[C@H](CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,QYYDXDSPYPOWRO-JHMCBHKWSA-N,QYYDXDSPYPOWRO
50,64,CC(O)CC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,0.0,,,,,-2.53,296.69,-2.45,-3.83,11,10,758.305760672,3,Train,,,,,0000000000000000000000000000000000010000000000100000110000100000100000000000001010101001111100111001000110000110001010011100001100110001111111110101111111111111111110,0.28143897652626,0.0,0.362706512212753,0.0,0.368545532226562,0.0,,,,,,,,,,,,,,,,,,,CC(O)CC1NC(=O)C2Cc3c([nH]c4ccccc34)SCC(NC(=O)C(C(C)O)NC(=O)C(C)NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,QFBWBPWXLYXNHF-UHFFFAOYSA-N,QFBWBPWXLYXNHF
51,65,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.0,,,0.0,0.0,2.1,83.65,-1.4,0.29,3,2,270.103813436,5,Train,,,Val,Train,0000000000000000000000000000000110001000001000000010001001111001001010001000100011000001111001001001010101000111011111000001000001100001000001000111101011110111111110,0.332244217395782,0.0,0.410959541797638,0.0,0.632785677909851,1.0,,,,,,,,,,,,,0.289994925260544,0.0,0.715931594371796,1.0,0.863903999328613,1.0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,JLRGJRBPOGGCBT-UHFFFAOYSA-N,JLRGJRBPOGGCBT
54,68,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,1.0,1.0,,1.0,0.0,-1.61,134.99,-1.93,-1.73,8,4,255.096753896,5,Train,Train,,Val,Test,0000000000000000000000001001000000000100001000000000100000000000100000010010101101111000111100111101000011001100100010011100011010111010111101100101001111111110111110,0.298717170953751,0.0,0.385405480861664,0.0,0.401312351226807,0.0,0.529009580612183,1.0,0.544388294219971,1.0,0.465057045221329,0.0,,,,,,,0.541757643222809,1.0,0.487807333469391,0.0,0.731058597564697,1.0,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,IRSCQMHQWWYFCW
56,72,CN=C(NC#N)NCCSCc1c(C)[nH]cn1,1.0,1.0,,,,0.91,114.19,-1.62,0.37,4,3,252.115715512,5,Train,Train,,,,0000000000000000000000001000000000000000101000000000000000000000100000000000111101100101011010010001000101010010000100111000000010100000110001010010111010110101110010,0.601427316665649,1.0,0.425557494163513,0.0,0.529964029788971,1.0,0.337064832448959,0.0,0.483339488506317,0.0,0.433377265930176,0.0,,,,,,,,,,,,,CN=C(NC#N)NCCSCc1[nH]cnc1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND
57,74,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,1.0,,,1.0,,4.37,3.24,-2.77,3.66,1,0,243.1986998,2,Train,,,Val,,0000000000000000000000000000000000000000000000000000000000000100010000000010000000001100000000000101000000000011000001001100000110001000110000001011000010010100111010,0.271739095449448,0.0,0.362706512212753,0.0,0.357388705015182,0.0,,,,,,,,,,,,,0.981025636196136,1.0,0.868716239929199,1.0,0.863903999328613,1.0,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,JTJMJGYZQZDUJJ
58,75,CN(C)CC1CCCCC1(O)c1cccc(O)c1,1.0,,,,,2.27,43.7,0.41,0.06,3,2,249.172878976,3,Train,,,,,0000000000000000000000000000000000000000000000000000000000000100010000000100000000001100011010001001000100010001101001000100001110110000001000101011110110101111111110,0.2437354773283,0.0,0.362706512212753,0.0,0.459842771291733,0.0,,,,,,,,,,,,,,,,,,,CN(C)CC1CCCCC1(O)c1cccc(O)c1,UWJUQVWARXYRCG-UHFFFAOYSA-N,UWJUQVWARXYRCG
59,76,Clc1cccc(Cl)c1NC1=NCCN1,1.0,,,,1.0,2.05,36.42,-3.07,1.03,3,2,229.017352648,1,Train,,,,Train,0000000000000000000000001000000000000000001000000000000000000000000000000000111001100010011000010001001101100010000000111000000000101110110001010010011010010100111010,0.270690262317657,0.0,0.425557494163513,0.0,0.358514338731766,0.0,,,,,,,,,,,,,,,,,,,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,GJSURZIOUXUGAL
61,79,COc1ccc2cc3-c4cc5c(cc4CC[n+]3cc2c1OC)OCO5,1.0,,,,0.0,-1.33,40.8,-4.42,-1.22,4,0,336.12303447609,2,Train,,,,Train,0000000000000000000000000001000000000000000000001000000010000000100000010000000000101000000010011101000010001010100000011110111000000000110100111111110110011111111110,0.598200023174286,1.0,0.513633012771606,1.0,0.415115594863892,0.0,,,,,,,,,,,,,,,,,,,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,YBHILYKTIRIUTE-UHFFFAOYSA-N,YBHILYKTIRIUTE
64,85,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1.0,,,,,-0.01,119.31,-1.43,0.0,8,3,285.062866924,2,Train,,,,,0000000000000000000000000000000000000100000000000000100010000100100000010010101101111010111100011100001111101110000010011100001110111110101001100101011110111110111110,0.248439103364944,0.0,0.475020796060562,0.0,0.390912473201752,0.0,,,,,,,,,,,,,,,,,,,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,PTOAARAWEBMLNO
