,ID,ParentSmiles,status_influx,status_efflux,status_pampa,status_bbb,Status_CNS,LogP,TPSA,LogS,LogD,HBA,HBD,MW,RotatableBonds,TrainTestVal_influx,TrainTestVal_efflux,TrainTestVal_pampa,TrainTestVal_bbb,TestValTrain_CNS,MACCS,Properties_PredictionScore_Influx,Properties_Prediction_Influx,MACCS_PredictionScore_Influx,MACCS_Prediction_Influx,Combined_PredictionScore_Influx,Combined_Prediction_Influx,Properties_PredictionScore_Efflux,Properties_Prediction_Efflux,MACCS_PredictionScore_Efflux,MACCS_Prediction_Efflux,Combined_PredictionScore_Efflux,Combined_Prediction_Efflux,Properties_PredictionScore_PAMPA,Properties_Prediction_PAMPA,MACCS_PredictionScore_PAMPA,MACCS_Prediction_PAMPA,Combined_PredictionScore_PAMPA,Combined_Prediction_PAMPA,Properties_PredictionScore_BBB,Properties_Prediction_BBB,MACCS_PredictionScore_BBB,MACCS_Prediction_BBB,Combined_PredictionScore_BBB,Combined_Prediction_BBB,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
4676,5316,CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1ccco1,,,,0.0,,0.73,173.04,0.37,-2.76,9,2,423.073635504,7,,,,Val,,0000000100100000000000010000000000010000000010100100000010000000000000100001011010101001101111111110110010001100000110111111011000101001111101100101111111111111111110,,,,,,,,,,,,,,,,,,,0.067903995513916,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1ccco1,YBHZVPYSEUQIII-INSVYWFGSA-N,YBHZVPYSEUQIII
4680,5320,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCC[C@H](N)C(=O)O)[C@@H]2SC1,,,,0.0,,-1.34,201.63,0.38,-4.35,8,4,415.104935632,9,,,,Val,,0000000100100000000000000000000000010000000010100100010000000000000000000001001010011001011100101110100110001110000111011110011000111001111101100111011011111111101110,,,,,,,,,,,,,,,,,,,0.032805047929287,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)[C@@H]2SC1,HOKIDJSKDBPKTQ-IUVQJJGASA-N,HOKIDJSKDBPKTQ
4681,5322,C/C(O)=C1\C(=O)[C@@H](N)[C@@H]2Cc3c(C(=O)C2(O)C1=O)c(O)c1c(O)c(C)ccc1c3C,,,,0.0,,1.76,158.15,-0.34,-1.67,8,5,411.131802012,0,,,,Val,,0000000000000000000000000000000000000000000000000100100000000000010000010001000000010000111000101010000010000001100100000000101000101001001110111100111101011111111110,,,,,,,,,,,,,,,,,,,0.332179486751556,0.0,0.487807333469391,0.0,0.143598973751068,0.0,CC(=O)C1C(=O)C(N)C2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O,HRSRDAQHJOGYEX-UHFFFAOYSA-N,HRSRDAQHJOGYEX
4684,5325,CO[C@H](C(=O)NC1C(=O)N2[C@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(Cl)c(Cl)c1,,,,0.0,,3.19,121.24,-0.19,-0.78,5,2,432.031348036,5,,,,Test,,0000000100100000001000000000000000010000000000100000000000000000010000010100001010101011000110111000001010100101000010011110011000101101101111110101111101011111111110,,,,,,,,,,,,,,,,,,,0.344042062759399,0.0,0.142097160220146,0.0,0.174285307526588,0.0,COC(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@@H]12)c1ccc(Cl)c(Cl)c1,JKXQBIZCQJLVOS-DLZGIZMMSA-N,JKXQBIZCQJLVOS
4685,5326,CN(C)[C@@H]1C(=O)C(C(=O)NCO)=C(O)C2(O)C(=O)C3=C(O)c4c(c(Cl)ccc4O)C(C)(O)[C@H]3C[C@@H]12,,,,0.0,,-0.47,187.86,-0.7,-2.94,10,7,508.12485806,3,,,,Test,,0000000000000000000000000101000000000000001000000100110000000000010000010101000001001110111110101011001010111101100110000100001000101101001111111101111111111111111110,,,,,,,,,,,,,,,,,,,0.0775491893291473,0.0,0.157095476984978,0.0,0.143598973751068,0.0,CN(C)C1C(=O)C(C(=O)NCO)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)[C@H]3C[C@@H]12,MUESVNGNTIDASG-GIWLWUDOSA-N,MUESVNGNTIDASG
4686,5327,CC1(C)S[C@H]2C(NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,,,,0.0,,0.83,138.03,-0.85,-2.35,5,3,341.140927216,3,,,,Test,,0000000100100000001000000000000000010000000000100000010000000000010000000100001010111001011100111000000110000111000011011110001010101001101101100111111001011111101110,,,,,,,,,,,,,,,,,,,0.194174408912659,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CC1(C)S[C@H]2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,HGBLNBBNRORJKI-AMUVOQDHSA-N,HGBLNBBNRORJKI
4688,5329,CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(c(O)c3C(=O)c4c(cccc4OC)C(=O)c3c2O)[C@@H](O[C@@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,,,,0.0,,1.42,230.6,-2.99,1.18,15,5,673.237054928,11,,,,Test,,0000000000000000000000000000000000000000000000000000010010000000010000010000000000010000111010101100000110011011110000000010111110111001111110111100111111111111111110,,,,,,,,,,,,,,,,,,,0.149152502417564,0.0,0.157095476984978,0.0,0.143598973751068,0.0,CCOC(OCC)C(=O)OCC(=O)C1(O)C=C2C(=O)c3c(c(O)c4c(OC)cccc4c3O)C(=O)C2[C@@H](O[C@@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,KYTUYMINXWYRBK-ROLWAXKNSA-N,KYTUYMINXWYRBK
4692,5334,CC1(C)S[C@H]2C(NC(=O)[C@@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,,,,0.0,,0.58,138.03,-1.24,-1.97,5,3,351.125277152,4,,,,Test,,0000000100100000001000000000000000010000000000100100010000000000010000000101001010111001011100111010000010000101000010011110001010101001101101100101111001011111101110,,,,,,,,,,,,,,,,,,,0.414747804403305,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CC1(C)S[C@H]2C(NC(=O)C(N)C3=CCC=CC3)C(=O)N2C1C(=O)O,RPBAFSBGYDKNRG-CMLRVBMESA-N,RPBAFSBGYDKNRG
4693,5337,CC1(C)S[C@H]2C(NC(=O)[C@@H](Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,,0.0,,2.93,121.24,-0.41,-0.62,5,2,426.124942804,6,,,,Test,,0000000100100000001000000000000000010000000000100000000000000000010000010100001010101001000100111000000010000101100010011110111000101001101101101101111101011111111110,,,,,,,,,,,,,,,,,,,0.344042062759399,0.0,0.142097160220146,0.0,0.174285307526588,0.0,CC1(C)S[C@H]2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,VZPPEUOYDWPUKO-ZHHSLPHTSA-N,VZPPEUOYDWPUKO
4695,5339,COC1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,,,,0.0,,-0.91,219.6,0.29,-3.57,12,3,514.055223544,10,,,,Test,,0000000100100000000000000000000000000000010010100101000010100001100001010011101111101001101111111111100111101111000010011111011101111101111101110111011111111111111110,,,,,,,,,,,,,,,,,,,0.0871728360652924,0.0,0.142097160220146,0.0,0.143598973751068,0.0,COC1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,ZFWIJNBHTQTHLR-NBFOIZRFSA-N,ZFWIJNBHTQTHLR
4705,5354,Cc1c(COC(=O)[C@@H]2N3C(=O)C(NC(=O)[C@@H](N)c4ccccc4)[C@@H]3SC2(C)C)oc(=O)o1,,,,0.0,,1.1,162.56,-3.51,1.37,9,2,461.125671076,6,,,,Val,,0000000100100010001000000000000000010000000000100000010010000000010000010100001010111001100100111000000011001101100110011110011000111001100111110101111111111111111110,,,,,,,,,,,,,,,,,,,0.717527091503143,1.0,0.142097160220146,0.0,0.143598973751068,0.0,Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)[C@@H]2SC1(C)C,ZKUKMWMSYCIYRD-VLVBFLKRSA-N,ZKUKMWMSYCIYRD
4706,5355,CNCC[C@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)C([C@H](C)O)[C@H]3[C@@H]2C)CN1,,,,0.0,,0.6,147.43,0.4,-4.74,7,5,399.182792028,8,,,,Val,,0000000100100000001000000000000000000000000010000000110000000001000000000001000011101101111110111011000110000110001110011110001110110001111111100111111111111111100110,,,,,,,,,,,,,,,,,,,0.0775491893291473,0.0,0.142097160220146,0.0,0.143598973751068,0.0,CNCC[C@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)C([C@H](C)O)[C@H]3[C@@H]2C)CN1,PZLOCBSBEUDCPF-RBWSTKPXSA-N,PZLOCBSBEUDCPF
